id,t,dt,ax,ay,az,gx,gy,gz,mx,my,mz
-1,119,119,119.0,119.0,119.0,119.0,20.0,20.0,20.0,13:10:19,
0,316352,4,16.11,-436.65,887.45,26.25,-1.22,16.48,31.09,26.87,-13.33
1,316366,4,-2.2,-991.21,172.24,78.74,20.75,26.86,6.91,40.04,-15.58
2,316377,4,-150.27,-992.31,-55.18,-29.91,21.97,32.35,-12.74,39.33,0.74
3,316387,0,0.0,,,,,,,,
4,316389,0,0.0,,,,,,,,
5,316390,1,0.688299,,,,,,,,
6,316392,0,0.39215700000000003,,,,,,,,
0,316396,4,5.98,-438.23,891.72,32.96,-6.1,10.99,30.85,27.58,-13.42
1,316406,4,0.49,-978.64,183.72,84.84,18.31,26.25,6.79,40.19,-15.72
2,316417,4,-150.51,-981.57,-71.29,7.32,31.13,32.35,-12.6,39.73,1.72
3,316427,0,0.0,,,,,,,,
4,316429,0,0.0,,,,,,,,
5,316430,0,0.787402,,,,,,,,
6,316432,0,0.39215700000000003,,,,,,,,
0,316439,4,6.71,-437.01,887.7,24.41,4.27,14.04,30.85,27.58,-13.42
1,316448,5,3.17,-983.03,175.17,92.16,14.65,14.65,6.34,40.69,-14.7
2,316460,4,-136.11,-998.54,-93.63,0.0,-14.04,19.53,-12.55,40.14,1.23
3,316469,1,0.0,,,,,,,,
4,316471,0,0.0,,,,,,,,
5,316473,0,0.787402,,,,,,,,
6,316475,0,0.39215700000000003,,,,,,,,
0,316478,5,4.03,-433.84,888.67,23.8,7.93,14.65,31.01,26.82,-13.72
1,316488,4,0.24,-987.67,178.83,82.4,12.82,9.16,6.34,40.69,-14.7
2,316497,5,-148.32,-1007.45,-84.72,-13.43,-12.21,15.87,-12.55,40.14,1.23
3,316511,0,0.0,,,,,,,,
4,316513,0,0.0,,,,,,,,
5,316514,1,0.787402,,,,,,,,
6,316516,0,0.49067700000000003,,,,,,,,
0,316520,4,9.77,-437.26,889.65,31.13,14.65,15.87,31.35,26.76,-12.38
1,316530,4,-0.85,-984.86,178.71,84.84,17.09,9.77,6.91,39.84,-15.83
2,316540,5,-172.12,-984.62,-64.7,-4.27,19.53,18.31,-12.66,40.20,1.32
3,316551,0,0.0,,,,,,,,
4,316553,0,0.0,,,,,,,,
5,316554,1,0.787402,,,,,,,,
6,316556,0,0.39215700000000003,,,,,,,,
0,316560,4,4.39,-441.41,885.38,26.86,10.38,16.48,30.59,27.59,-12.48
1,316570,4,2.81,-981.81,178.71,85.45,15.87,15.26,7.31,40.22,-15.45
2,316584,5,-127.81,-990.48,-67.14,6.1,38.45,22.58,-12.28,39.44,0.67
3,316595,0,0.0,,,,,,,,
4,316596,0,0.0,,,,,,,,
5,316598,0,0.688299,,,,,,,,
6,316600,0,0.39215700000000003,,,,,,,,
0,316603,5,4.27,-440.8,887.08,19.53,10.99,14.04,31.05,27.23,-12.7
1,316613,5,4.52,-983.4,178.96,87.89,11.6,3.05,6.37,40.19,-16.41
2,316624,4,-128.42,-1000.24,-71.29,3.05,-17.7,4.88,-12.12,39.95,-0.06
3,316634,1,0.0,,,,,,,,
4,316636,0,0.0,,,,,,,,
5,316638,0,0.688299,,,,,,,,
6,316640,0,0.39215700000000003,,,,,,,,
0,316643,5,10.5,-435.55,887.33,18.92,12.82,14.04,30.76,27.25,-12.73
1,316657,5,1.46,-984.5,179.32,86.06,11.6,-0.61,7.21,40.15,-15.63
2,316667,6,-158.81,-998.54,-64.82,6.71,-28.69,-0.61,-12.85,40.53,-0.33
3,316678,0,0.0,,,,,,,,
4,316680,0,0.0,,,,,,,,
5,316682,0,0.688299,,,,,,,,
