id,t,dt,ax,ay,az,gx,gy,gz,mx,my,mz
-1,119,119,119.0,119.0,119.0,119.0,20.0,20.0,20.0,13:24:20,
0,69533,4,23.68,-421.51,880.98,11.6,114.14,10.38,34.68,32.98,-20.51
1,69543,5,-984.99,14.4,205.32,89.11,-10.99,-17.7,-18.43,-17.36,-15.17
2,69558,5,-155.27,-1002.93,-39.31,-111.08,11.6,63.48,-15.5,45.64,-1.37
3,69568,1,0.29383000000000004,,,,,,,,
4,69570,0,0.195695,,,,,,,,
5,69572,0,0.986193,,,,,,,,
6,69574,0,0.49067700000000003,,,,,,,,
0,69577,3,34.91,-414.31,881.59,6.1,88.5,9.77,34.68,32.98,-20.51
1,69586,6,-997.8,17.33,198.97,89.72,-6.1,-9.77,-17.66,-16.54,-15.33
2,69597,5,-158.69,-999.88,-41.14,-136.72,-28.08,71.41,-15.52,45.63,-3.76
3,69607,1,0.29383000000000004,,,,,,,,
4,69609,0,0.195695,,,,,,,,
5,69611,0,0.986193,,,,,,,,
6,69613,0,0.49067700000000003,,,,,,,,
0,69616,5,15.87,-422.61,898.07,14.04,59.2,-0.61,34.96,32.70,-20.1
1,69630,6,-1004.03,19.29,197.14,91.55,2.44,-6.1,-18.24,-16.87,-15.61
2,69641,5,-179.2,-1028.44,-50.9,-174.56,-45.17,98.27,-14.76,45.54,-3.54
3,69652,0,0.195695,,,,,,,,
4,69653,0,0.195695,,,,,,,,
5,69655,0,0.986193,,,,,,,,
6,69657,0,0.589391,,,,,,,,
0,69660,5,39.31,-409.67,882.2,25.02,48.22,-0.61,34.67,32.76,-20.7
1,69670,5,-1003.78,30.4,191.28,89.11,14.65,5.49,-18.24,-16.87,-15.61
2,69681,4,-218.51,-1013.92,-65.43,-274.05,-3.66,157.47,-14.77,46.03,-3.93
3,69691,0,0.09775199999999999,,,,,,,,
4,69696,1,0.195695,,,,,,,,
5,69698,0,0.986193,,,,,,,,
6,69700,0,0.589391,,,,,,,,
0,69703,5,38.45,-402.47,889.89,39.67,-1.22,-30.52,34.67,32.57,-19.87
1,69714,5,-992.68,7.69,203.37,101.93,37.23,31.13,-18.52,-16.82,-15.43
2,69725,3,-180.05,-1108.28,-89.97,-444.34,113.53,294.8,-14.77,46.03,-3.93
3,69734,0,0.0,,,,,,,,
4,69736,0,0.195695,,,,,,,,
5,69737,0,0.986193,,,,,,,,
6,69739,0,0.589391,,,,,,,,
0,69743,4,26.25,-379.76,891.24,81.18,-17.09,-43.33,34.5,33.42,-20.14
