id,t,dt,ax,ay,az,gx,gy,gz,mx,my,mz
-1,119,119,119.0,119.0,119.0,119.0,20.0,20.0,20.0,15:36:57,04 21 2021
0,14231,4,67.26,-468.38,892.33,98.27,-28.08,-49.44,19.03,50.35,-24.44
1,14243,4,-16.36,118.04,1103.27,-49.44,-148.32,32.96,-4.63,24.18,-29.25
2,14255,5,-108.52,-102.54,1065.67,-18.92,-668.95,-62.26,-27.64,60.49,-27.88
3,14278,0,0.0,,,,,,,,
4,14280,0,0.0,,,,,,,,
5,14282,0,0.0,,,,,,,,
6,14283,0,0.0,,,,,,,,
0,14287,4,39.43,-386.35,997.8,303.96,51.27,-81.79,18.55,50.71,-24.87
1,14300,4,52.73,207.03,1459.11,90.94,-514.53,48.22,-6.12,24.62,-28.38
2,14311,5,-146.61,-203.74,1328.49,14.04,-686.65,-223.39,-29.87,60.68,-28.09
3,14323,0,0.0,,,,,,,,
4,14325,0,0.0,,,,,,,,
5,14326,1,0.0,,,,,,,,
6,14328,0,0.0,,,,,,,,
0,14331,6,52.98,-407.35,1045.41,797.12,168.46,-44.56,18.64,52.16,-24.48
1,14349,4,138.67,246.22,1758.67,163.57,-1058.96,106.2,-8.06,25.06,-28.43
2,14361,4,-87.28,-142.46,1557.37,11.6,-826.42,-413.82,-32.84,60.40,-27.09
3,14373,0,0.0,,,,,,,,
4,14374,1,0.0,,,,,,,,
5,14376,0,0.0,,,,,,,,
6,14379,0,0.0,,,,,,,,
0,14382,5,172.36,-368.29,1047.36,1688.23,280.76,-40.28,18.93,54.76,-20.94
1,14394,5,162.72,119.26,1846.8,214.84,-1713.87,122.07,-12.48,25.84,-24.63
2,14406,5,-50.05,-89.48,1189.58,17.7,-880.74,-397.95,-36.08,59.22,-25.40
3,14424,0,0.0,,,,,,,,
4,14425,0,0.0,,,,,,,,
5,14427,0,0.0,,,,,,,,
6,14428,1,0.0,,,,,,,,
0,14432,4,417.97,-1334.47,868.65,2348.02,574.95,-415.65,19.75,58.11,-14.82
1,14444,4,-137.33,-275.51,512.57,184.94,-1926.27,51.88,-18.79,26.20,-19.89
2,14456,4,-240.23,-166.14,432.25,53.1,-619.51,-208.13,-39.61,58.26,-24.48
3,14469,0,0.0,,,,,,,,
4,14470,0,0.0,,,,,,,,
5,14472,0,0.0,,,,,,,,
6,14474,0,0.0,,,,,,,,
