-1,119,119,119,119,119,119,20,20,20
0,11758,0,0.392157
1,11760,0,0.000000
2,11761,0,5.133470
3,11763,0,3.329970
0,11765,0,0.392157
1,11766,0,0.000000
2,11768,0,5.133470
3,11769,0,3.329970
0,11771,0,0.392157
1,11772,0,0.000000
2,11774,0,5.025641
3,11776,1,3.434343
0,11778,0,0.392157
1,11780,0,0.000000
2,11781,0,5.025641
3,11783,0,3.434343
0,11784,1,0.293830
1,11786,0,0.000000
2,11787,1,5.025641
3,11789,0,3.329970
0,11791,0,0.293830
1,11792,1,0.000000
2,11794,0,5.025641
3,11795,1,3.329970
0,11801,0,0.392157
1,11802,1,0.000000
2,11804,0,5.025641
3,11805,1,3.329970
0,11807,1,0.293830
1,11809,0,0.000000
2,11810,1,5.025641
3,11812,0,3.225806
0,11813,1,0.293830
1,11815,0,0.000000
2,11816,1,5.025641
3,11819,0,3.225806
0,11821,0,0.293830
1,11822,1,0.000000
2,11824,0,5.025641
3,11825,1,3.225806
0,11827,0,0.293830
1,11829,0,0.000000
2,11830,0,5.025641
3,11832,0,3.225806
0,11834,0,0.293830
1,11835,0,0.000000
2,11837,0,5.025641
3,11838,0,3.225806
0,11840,0,0.293830
1,11841,0,0.000000
2,11847,0,5.025641
3,11848,0,3.329970
0,11850,0,0.293830
1,11852,0,0.000000
2,11853,0,5.025641
3,11855,0,3.329970
0,11856,1,0.195695
1,11858,0,0.000000
2,11859,1,5.025641
3,11862,0,3.329970
0,11864,0,0.195695
1,11865,0,0.000000
2,11867,0,5.025641
3,11868,1,3.329970
0,11870,0,0.195695
1,11872,0,0.000000
2,11873,0,4.918033
3,11875,0,3.329970
0,11876,1,0.195695
1,11878,0,0.000000
2,11879,1,4.918033
3,11881,0,3.329970
0,11883,0,0.097752
1,11884,0,0.000000
2,11886,0,5.025641
3,11891,0,3.225806
0,11893,0,0.000000
1,11894,0,0.000000
2,11896,0,5.025641
3,11897,0,3.329970
0,11899,0,0.000000
1,11900,0,0.000000
2,11902,0,4.918033
3,11904,0,3.329970
0,11906,0,0.000000
1,11908,0,0.000000
2,11909,0,4.918033
3,11911,0,3.329970
0,11912,0,0.000000
1,11914,0,0.000000
2,11915,0,4.918033
3,11917,0,3.329970
0,11919,0,0.000000
1,11920,0,0.000000
2,11921,1,4.918033
3,11923,0,3.329970
0,11925,0,0.000000
1,11926,0,0.000000
2,11927,1,4.918033
3,11929,0,3.329970
0,11931,0,0.000000
1,11936,0,0.000000
2,11937,1,4.918033
3,11939,0,3.329970
0,11941,0,0.000000
1,11942,0,0.000000
2,11943,1,4.918033
3,11945,0,3.329970
0,11948,0,0.000000
1,11949,1,0.000000
2,11951,0,4.918033
3,11952,1,3.329970
0,11954,0,0.000000
1,11955,1,0.000000
2,11957,0,4.810645
3,11958,1,3.225806
0,11960,0,0.000000
1,11962,0,0.000000
2,11963,0,4.703476
3,11965,0,3.225806
0,11966,0,0.000000
1,11968,0,0.000000
2,11969,0,4.596527
3,11971,0,3.225806
0,11973,0,0.000000
1,11974,0,0.000000
2,11975,1,4.489796
3,11981,0,3.121853
0,11982,1,0.000000
1,11984,0,0.000000
2,11985,0,4.383283
3,11987,0,3.018109
0,11990,0,0.000000
1,11991,0,0.000000
2,11993,0,4.276986
3,11994,0,3.018109
0,11996,0,0.000000
1,11997,0,0.000000
2,11999,0,4.170906
3,12000,0,2.811245
0,12002,0,0.000000
1,12004,0,0.000000
2,12005,0,4.170906
3,12007,0,2.502502
0,12008,0,0.000000
1,12010,0,0.000000
2,12011,0,4.065041
3,12013,0,2.093719
0,12014,1,0.000000
1,12016,0,0.000000
2,12017,0,4.065041
3,12019,0,1.486620
0,12024,0,0.000000
1,12026,0,0.000000
2,12027,0,4.065041
3,12029,0,1.185771
0,12032,0,0.000000
1,12033,0,0.000000
2,12034,1,4.065041
3,12036,0,1.185771
0,12038,0,0.000000
1,12039,0,0.000000
2,12040,1,4.065041
3,12042,0,1.185771
0,12044,0,0.000000
1,12045,0,0.000000
2,12047,0,4.065041
3,12048,1,1.185771
0,12050,0,0.000000
1,12051,0,0.000000
2,12053,0,4.065041
3,12054,1,1.085883
0,12056,0,0.000000
1,12058,0,0.000000
2,12059,0,4.065041
3,12061,0,1.085883
0,12062,0,0.000000
1,12064,0,0.000000
2,12069,0,4.065041
3,12070,1,0.986193
0,12072,0,0.000000
1,12075,0,0.000000
2,12076,0,4.065041
3,12078,0,0.986193
0,12079,0,0.000000
1,12081,0,0.000000
2,12082,0,4.065041
3,12084,0,0.986193
0,12086,0,0.000000
1,12087,0,0.000000
2,12088,1,4.065041
3,12090,0,0.886699
0,12092,0,0.000000
1,12093,0,0.000000
2,12094,1,4.170906
3,12096,0,0.787402
0,12098,0,0.000000
1,12099,0,0.000000
2,12101,0,4.170906
3,12102,1,0.589391
0,12104,0,0.000000
1,12105,0,0.000000
2,12107,0,4.170906
3,12112,0,0.490677
0,12114,0,0.000000
1,12115,0,0.000000
2,12118,0,4.170906
3,12119,1,0.392157
0,12121,0,0.000000
1,12122,0,0.000000
2,12124,0,4.170906
3,12125,1,0.392157
0,12127,0,0.000000
1,12129,0,0.000000
2,12130,0,4.170906
3,12132,0,0.392157
0,12133,0,0.000000
1,12135,0,0.000000
2,12136,0,4.065041
3,12138,0,0.490677
0,12140,0,0.000000
1,12141,0,0.000000
2,12142,1,4.065041
3,12144,0,0.490677
0,12146,0,0.000000
1,12147,0,0.000000
2,12148,1,4.065041
3,12150,0,0.589391
0,12152,0,0.000000
1,12157,0,0.000000
2,12158,2,3.959391
3,12161,0,0.787402
0,12163,0,0.000000
1,12164,0,0.000000
2,12165,1,3.853955
3,12167,0,0.787402
0,12169,0,0.000000
1,12170,0,0.000000
2,12172,0,3.853955
3,12173,0,0.787402
0,12175,0,0.000000
1,12176,0,0.000000
2,12178,0,3.853955
3,12179,0,0.787402
0,12181,0,0.000000
1,12183,0,0.000000
2,12184,0,3.853955
3,12186,0,0.787402
0,12187,0,0.000000
1,12189,0,0.000000
2,12190,0,3.853955
3,12192,0,0.787402
0,12193,1,0.000000
1,12195,0,0.000000
2,12196,1,3.853955
3,12203,0,0.787402
0,12205,0,0.000000
1,12206,0,0.000000
2,12207,1,3.853955
3,12209,0,0.787402
0,12211,0,0.000000
1,12212,0,0.000000
2,12213,1,3.748734
3,12215,0,0.787402
0,12217,0,0.000000
1,12218,0,0.000000
2,12220,0,3.748734
3,12221,1,0.787402
0,12223,0,0.000000
1,12224,0,0.000000
2,12226,0,3.748734
3,12227,1,0.886699
0,12229,0,0.000000
1,12231,0,0.000000
2,12232,0,3.748734
3,12234,0,0.886699
0,12235,0,0.000000
1,12237,0,0.000000
2,12238,0,3.748734
3,12240,0,0.886699
0,12246,1,0.000000
1,12248,0,0.000000
2,12249,0,3.748734
3,12251,0,0.986193
0,12252,1,0.000000
1,12254,0,0.000000
2,12255,0,3.643725
3,12257,0,0.986193
0,12259,0,0.000000
1,12260,0,0.000000
2,12262,0,3.538928
3,12263,0,1.085883
0,12265,0,0.000000
1,12266,0,0.000000
2,12268,0,3.538928
3,12269,0,1.185771
0,12271,0,0.000000
1,12273,0,0.000000
2,12274,0,3.434343
3,12276,0,1.285856
0,12277,0,0.000000
1,12279,0,0.000000
2,12280,0,3.434343
3,12282,0,1.285856
0,12283,1,0.000000
1,12285,0,0.000000
2,12291,0,3.434343
3,12293,0,1.285856
0,12295,0,0.000000
1,12296,0,0.000000
2,12297,1,3.434343
3,12299,0,1.285856
0,12301,0,0.000000
1,12302,0,0.000000
2,12303,1,3.434343
3,12305,0,1.285856
0,12307,0,0.000000
1,12308,0,0.000000
2,12310,0,3.434343
3,12311,1,1.285856
0,12313,0,0.000000
1,12314,0,0.000000
2,12316,0,3.434343
3,12317,1,1.285856
0,12319,0,0.000000
1,12321,0,0.000000
2,12322,0,3.434343
3,12324,0,1.386138
0,12325,0,0.000000
1,12327,0,0.000000
2,12328,0,3.434343
3,12335,0,1.386138
0,12336,1,0.000000
1,12338,0,0.000000
2,12339,0,3.434343
3,12341,0,1.386138
0,12342,1,0.000000
1,12344,0,0.000000
2,12345,0,3.434343
3,12347,0,1.386138
0,12349,0,0.000000
1,12350,0,0.000000
2,12352,0,3.329970
3,12353,0,1.486620
0,12355,0,0.000000
1,12356,0,0.000000
2,12358,0,3.329970
3,12359,0,1.486620
0,12361,0,0.000000
1,12363,0,0.000000
2,12364,0,3.329970
3,12366,0,1.486620
0,12367,0,0.000000
1,12369,0,0.000000
2,12370,0,3.329970
3,12372,0,1.486620
0,12374,1,0.000000
1,12380,0,0.000000
2,12381,0,3.329970
3,12383,0,1.486620
0,12384,0,0.000000
1,12386,0,0.000000
2,12387,0,3.329970
3,12389,0,1.486620
0,12391,0,0.000000
1,12392,0,0.000000
2,12393,1,3.329970
3,12395,0,1.486620
0,12397,0,0.000000
1,12398,0,0.000000
2,12399,1,3.329970
3,12401,0,1.486620
0,12403,0,0.000000
1,12404,0,0.000000
2,12406,0,3.329970
3,12407,1,1.486620
0,12409,0,0.000000
1,12410,0,0.000000
2,12412,0,3.329970
3,12413,1,1.486620
0,12416,0,0.000000
1,12418,0,0.000000
2,12419,0,3.225806
3,12424,1,1.587301
0,12426,0,0.000000
1,12427,1,0.000000
2,12429,0,3.121853
3,12430,1,1.486620
0,12432,0,0.000000
1,12434,0,0.000000
2,12435,0,3.018109
3,12437,0,1.486620
0,12438,0,0.000000
1,12440,0,0.000000
2,12441,0,2.811245
3,12443,0,1.285856
0,12445,0,0.000000
1,12446,0,0.000000
2,12448,0,2.400000
3,12449,0,0.986193
0,12465,0,0.097752
1,12468,0,0.000000
2,12470,0,2.605211
3,12471,1,0.392157
0,12473,0,0.195695
1,12475,0,0.000000
2,12476,0,2.605211
3,12478,0,0.293830
0,12482,0,0.293830
1,12484,0,0.000000
2,12485,0,2.502502
3,12487,0,0.195695
0,12488,1,0.293830
1,12490,0,0.000000
2,12491,1,2.605211
3,12493,0,0.195695
0,12495,0,0.293830
1,12496,0,0.000000
2,12498,0,2.605211
3,12499,0,0.293830
0,12502,0,0.293830
1,12504,0,0.000000
2,12505,0,2.811245
3,12507,0,0.392157
