id,t,dt,ax,ay,az,gx,gy,gz,mx,my,mz
-1,119,119,119.0,119.0,119.0,119.0,20.0,20.0,20.0,14:46:31,04 07 2021
0,96811,4,83.74,-719.36,762.21,-29.91,-50.05,-40.89,33.26,34.83,-6.47
1,96833,5,42.97,-989.14,340.21,-32.96,92.16,60.42,4.19,41.38,-12.43
2,96845,5,165.77,-1007.69,164.79,-28.08,-120.85,-17.7,-6.21,44.03,-0.54
3,96858,0,6.113989,,,,,,,,
4,96860,0,0.49067700000000003,,,,,,,,
5,96861,1,0.0,,,,,,,,
6,96863,0,0.0,,,,,,,,
0,96867,4,16.72,-707.89,727.66,53.71,-22.58,56.15,32.53,35.33,-6.49
1,96878,4,47.24,-991.94,318.12,14.65,-48.22,-46.39,4.19,41.38,-12.43
2,96889,4,62.38,-1000.49,187.62,-27.47,-81.79,4.88,-6.26,43.52,-0.78
3,96933,0,5.458291,,,,,,,,
4,96935,0,0.39215700000000003,,,,,,,,
5,96936,1,0.0,,,,,,,,
6,96939,0,0.0,,,,,,,,
0,96942,5,70.31,-732.3,670.04,77.51,7.32,53.1,32.52,35.27,-7.17
1,96954,5,-64.58,-857.91,368.41,5.49,26.25,-15.87,3.82,40.65,-12.00
2,96966,4,3.54,-951.17,213.62,-23.19,-23.19,-9.16,-5.52,44.21,-0.70
3,96977,1,5.349794,,,,,,,,
4,96979,0,0.39215700000000003,,,,,,,,
5,96982,0,0.0,,,,,,,,
6,96984,0,0.0,,,,,,,,
0,96987,4,65.8,-734.99,661.99,5.49,10.99,2.44,32.76,35.62,-6.20
1,96999,4,-27.71,-895.63,332.4,66.53,53.71,31.74,3.87,40.49,-11.94
2,97028,4,40.41,-965.94,218.99,-1.83,-3.05,-11.6,-6.8,43.47,-1.05
3,97039,0,5.349794,,,,,,,,
4,97041,0,0.39215700000000003,,,,,,,,
5,97043,0,0.0,,,,,,,,
6,97044,0,0.0,,,,,,,,
0,97048,4,57.5,-723.39,689.94,-55.54,-9.16,-14.04,32.32,35.44,-6.54
1,97060,4,-19.9,-942.75,339.36,144.65,42.72,52.49,4.02,40.66,-13.05
2,97072,4,19.78,-981.93,191.16,29.91,-17.09,7.32,-6.8,43.47,-1.05
3,97083,0,5.56701,,,,,,,,
4,97084,1,0.39215700000000003,,,,,,,,
5,97086,0,0.0,,,,,,,,
6,97092,1,0.0,,,,,,,,
0,97096,3,74.95,-699.46,711.67,-61.65,-9.16,-34.18,32.32,35.44,-6.54
1,97107,5,-0.73,-978.27,345.09,133.67,63.48,81.79,4.46,40.82,-12.15
2,97119,5,67.87,-1009.89,189.09,30.52,-29.3,5.49,-6.21,43.74,-1.09
3,97131,0,5.894519,,,,,,,,
4,97133,0,0.39215700000000003,,,,,,,,
5,97134,1,0.0,,,,,,,,
6,97136,0,0.0,,,,,,,,
0,97139,5,50.66,-714.72,706.42,-7.93,5.49,-109.86,32.56,35.60,-6.56
1,97152,5,16.97,-968.38,322.14,107.42,94.6,113.53,4.97,40.95,-11.52
2,97169,4,59.45,-999.15,200.07,22.58,-15.87,-7.93,-5.55,43.47,-0.89
3,97180,0,6.2240660000000005,,,,,,,,
4,97182,0,0.49067700000000003,,,,,,,,
5,97184,0,0.0,,,,,,,,
6,97185,0,0.0,,,,,,,,
0,97189,4,0.73,-697.02,702.27,-23.8,-23.19,-61.04,32.67,34.95,-5.92
1,97202,4,47.85,-946.41,318.6,121.46,60.42,59.81,5.27,40.87,-11.74
2,97213,5,85.57,-981.45,202.88,21.36,-32.35,-14.04,-5.99,43.35,-1.68
3,97225,0,6.2240660000000005,,,,,,,,
4,97227,0,0.49067700000000003,,,,,,,,
5,97228,0,0.0,,,,,,,,
6,97230,0,0.0,,,,,,,,
0,97233,6,-3.05,-695.68,710.69,-22.58,-13.43,-15.26,33.01,34.46,-6.75
1,97251,4,57.5,-933.59,333.25,115.97,15.87,28.08,5.49,41.44,-11.23
2,97263,4,70.68,-981.08,213.75,21.36,-26.25,-5.49,-6.6,43.75,-0.52
3,97274,0,6.2240660000000005,,,,,,,,
4,97276,0,0.39215700000000003,,,,,,,,
5,97278,0,0.0,,,,,,,,
6,97280,0,0.0,,,,,,,,
0,97284,4,0.61,-695.68,708.86,-29.3,-9.16,36.62,32.36,35.12,-7.58
1,97295,5,54.44,-932.74,325.56,98.88,19.53,12.21,5.96,41.25,-12.26
2,97307,5,62.38,-972.78,209.47,25.63,-9.16,-16.48,-6.04,43.91,-0.95
3,97324,0,6.2240660000000005,,,,,,,,
4,97326,0,0.39215700000000003,,,,,,,,
5,97328,0,0.0,,,,,,,,
6,97329,0,0.0,,,,,,,,
