id,t,dt,ax,ay,az,gx,gy,gz,mx,my,mz
-1,119,119,119.0,119.0,119.0,119.0,20.0,20.0,20.0,14:45:00,04 16 2021
0,6280,4,-7.32,-418.82,894.65,20.14,16.48,18.31,13.73,45.08,-13.00
1,6295,5,20.87,-974.85,231.69,87.89,12.82,-1.22,21.18,50.40,-33.08
2,6307,4,185.06,74.95,973.51,25.02,0.61,-0.61,32.75,3.30,-34.79
3,6319,1,0.0,,,,,,,,
4,6321,0,0.0,,,,,,,,
5,6323,0,0.0,,,,,,,,
6,6324,0,0.0,,,,,,,,
0,6328,4,-5.13,-421.02,895.39,23.19,16.48,18.92,13.65,44.78,-12.06
1,6339,5,20.26,-973.02,231.69,86.67,13.43,0.61,21.04,50.90,-32.37
2,6351,4,188.6,75.07,970.58,24.41,1.22,-12.21,32.26,3.19,-35.55
3,6363,0,0.0,,,,,,,,
4,6369,0,0.0,,,,,,,,
5,6370,0,0.0,,,,,,,,
6,6372,0,0.0,,,,,,,,
0,6375,5,-5.13,-419.56,894.9,22.58,14.04,17.7,13.1,45.24,-12.01
1,6387,3,21.73,-977.42,232.42,89.11,13.43,1.83,21.04,50.90,-32.37
2,6398,5,183.23,69.82,977.29,26.25,1.22,-10.38,31.74,2.69,-35.17
3,6410,0,0.0,,,,,,,,
4,6412,0,0.0,,,,,,,,
5,6413,0,0.0,,,,,,,,
6,6415,0,0.0,,,,,,,,
0,6418,5,-4.39,-417.11,895.02,26.25,15.26,17.7,13.23,45.48,-13.10
1,6430,4,19.29,-972.17,232.18,84.84,14.04,0.0,20.56,50.17,-31.37
2,6446,5,197.27,78.49,964.97,21.36,11.6,-7.93,32.32,2.92,-34.77
3,6458,0,0.0,,,,,,,,
4,6459,0,0.0,,,,,,,,
5,6461,0,0.0,,,,,,,,
6,6463,0,0.0,,,,,,,,
0,6466,4,-6.35,-421.63,895.39,21.97,15.87,17.7,13.65,44.53,-10.68
1,6478,4,21.0,-975.59,231.32,89.11,11.6,-1.22,20.54,50.39,-31.74
2,6490,4,183.59,71.78,980.22,23.8,0.61,-4.88,32.32,2.92,-34.77
3,6501,0,0.0,,,,,,,,
4,6502,0,0.0,,,,,,,,
5,6504,0,0.0,,,,,,,,
6,6505,1,0.0,,,,,,,,
0,6509,4,-5.98,-420.17,895.39,23.8,15.26,20.14,13.78,45.19,-11.63
1,6524,6,19.53,-973.39,231.93,86.06,10.99,-1.83,20.18,50.59,-32.24
2,6537,4,187.62,75.56,972.29,26.25,2.44,-3.05,32.6,2.94,-33.56
3,6548,0,0.0,,,,,,,,
4,6550,0,0.0,,,,,,,,
5,6552,0,0.0,,,,,,,,
6,6553,0,0.0,,,,,,,,
0,6557,4,-6.1,-421.02,894.9,23.8,13.43,17.7,14.04,45.12,-12.30
1,6568,6,21.0,-975.83,232.3,86.06,13.43,2.44,20.78,50.34,-31.82
2,6581,4,187.26,64.58,972.66,26.25,6.1,-12.21,32.57,2.98,-34.58
3,6596,0,0.0,,,,,,,,
4,6598,0,0.0,,,,,,,,
5,6599,0,0.0,,,,,,,,
6,6601,0,0.0,,,,,,,,
0,6604,5,-9.4,-422.61,896.0,23.19,15.26,19.53,13.44,44.67,-12.08
1,6617,4,22.34,-972.41,233.03,86.67,12.82,-2.44,20.72,49.82,-31.58
2,6629,4,187.74,71.17,970.7,20.75,1.22,-6.71,31.97,2.86,-34.83
3,6640,0,0.0,,,,,,,,
4,6642,0,0.0,,,,,,,,
5,6643,0,0.0,,,,,,,,
6,6645,0,0.0,,,,,,,,
0,6648,5,-4.88,-420.53,895.39,22.58,14.04,18.92,13.77,45.31,-12.52
1,6661,4,19.41,-977.91,230.1,87.28,12.21,0.61,21.0,49.67,-31.64
2,6676,5,189.45,74.46,977.05,23.19,6.1,-10.99,32.24,2.97,-33.80
3,6688,0,0.0,,,,,,,,
4,6689,0,0.0,,,,,,,,
5,6691,0,0.0,,,,,,,,
6,6693,0,0.0,,,,,,,,
0,6696,5,-7.08,-423.58,895.39,25.02,14.04,19.53,13.33,45.01,-12.74
1,6709,4,20.39,-973.75,233.03,87.89,14.04,0.0,21.23,50.09,-33.23
2,6720,5,190.92,64.33,970.21,22.58,3.66,1.83,31.99,3.06,-34.30
3,6731,1,0.0,,,,,,,,
4,6733,0,0.0,,,,,,,,
5,6735,0,0.0,,,,,,,,
6,6736,0,0.0,,,,,,,,
0,6744,4,-6.1,-422.85,894.53,23.19,11.6,20.14,13.33,45.01,-12.74
1,6755,5,19.9,-972.9,232.18,87.89,13.43,-1.22,21.04,49.99,-31.92
2,6767,4,188.84,75.81,976.56,24.41,6.1,-1.83,31.69,3.06,-34.24
3,6778,0,0.0,,,,,,,,
4,6780,0,0.0,,,,,,,,
5,6781,0,0.0,,,,,,,,
6,6784,0,0.0,,,,,,,,
0,6787,5,-5.86,-423.1,893.92,25.02,10.38,17.09,13.49,44.59,-12.55
1,6799,4,22.58,-973.27,232.3,86.67,12.21,0.0,20.47,50.23,-31.82
2,6811,4,191.53,58.23,967.16,20.14,19.53,0.61,32.17,2.71,-34.58
3,6827,0,0.0,,,,,,,,
4,6828,0,0.0,,,,,,,,
5,6830,0,0.0,,,,,,,,
6,6832,0,0.0,,,,,,,,
0,6835,4,-8.79,-423.1,895.63,23.8,12.82,21.36,13.9,44.45,-12.74
1,6847,4,15.14,-974.24,232.06,83.62,11.6,-4.88,20.96,49.87,-32.26
2,6858,5,189.33,88.75,977.78,22.58,12.82,17.09,32.31,3.30,-34.70
3,6871,0,0.0,,,,,,,,
4,6872,0,0.0,,,,,,,,
5,6874,0,0.0,,,,,,,,
6,6876,0,0.0,,,,,,,,
0,6879,4,-8.67,-423.71,895.51,22.58,9.77,17.7,13.48,44.52,-11.54
1,6891,3,18.07,-974.24,233.28,83.01,11.6,3.66,20.96,49.87,-32.26
2,6905,4,193.24,71.29,972.78,25.63,13.43,-10.99,32.46,2.42,-34.68
3,6917,1,0.0,,,,,,,,
4,6919,0,0.0,,,,,,,,
5,6921,0,0.0,,,,,,,,
6,6922,0,0.0,,,,,,,,
0,6926,4,-10.86,-424.68,895.51,23.8,10.99,17.7,13.48,45.09,-11.82
1,6937,5,20.02,-974.49,232.06,84.23,12.21,2.44,21.12,50.49,-31.93
2,6949,4,196.17,70.19,969.48,26.25,6.71,-5.49,31.86,2.66,-34.18
3,6961,0,0.0,,,,,,,,
4,6963,0,0.0,,,,,,,,
5,6965,0,0.0,,,,,,,,
6,6970,0,0.0,,,,,,,,
0,6973,5,-10.13,-423.71,894.9,20.75,14.65,18.31,13.66,44.59,-11.52
1,6985,4,22.71,-977.05,231.45,86.67,14.65,2.44,21.0,50.12,-32.98
2,6998,4,187.87,65.55,979.61,25.63,6.1,-10.38,33.14,3.47,-34.16
3,7009,0,0.0,,,,,,,,
4,7011,0,0.0,,,,,,,,
5,7012,0,0.0,,,,,,,,
6,7014,0,0.0,,,,,,,,
0,7017,5,-3.78,-423.22,894.65,25.02,12.82,17.7,13.78,44.93,-11.80
1,7029,4,18.8,-974.85,234.01,85.45,12.21,0.61,21.3,50.60,-31.01
2,7042,3,193.97,73.36,970.34,26.25,9.77,1.83,33.14,3.47,-34.16
3,7056,0,0.0,,,,,,,,
4,7057,0,0.0,,,,,,,,
5,7059,0,0.0,,,,,,,,
6,7060,0,0.0,,,,,,,,
0,7064,4,-9.64,-425.66,895.87,23.8,11.6,15.26,13.26,44.85,-11.41
1,7075,5,19.9,-974.24,233.15,84.84,12.82,6.1,20.39,50.44,-31.29
