13.67188,23.31543,974.24316,-23620.6056835.93750305.17578,6835.93750305.17578,305.17578
14.03809,22.33887,974.36523,-23742.6766958.00780183.10547,6958.00780183.10547,183.10547
13.42773,21.72852,975.21973,-26977.5399094.23830-793.45703,9094.23830-793.45703,-793.45703
15.13672,22.70508,977.05078,-2258.3008671.38672,671.38672,549.31641
14.16016,22.33887,977.53906,9521.48440-3784.17971586.91410,-3784.17971586.91410,1586.91410
14.52637,21.97266,978.14941,9765.62500-3662.10941525.87890,-3662.10941525.87890,1525.87890
15.01465,21.85059,977.90527,6713.86720-2441.40631342.77340,-2441.40631342.77340,1342.77340
14.28223,21.97266,977.90527,4028.32030-1525.87891220.70310,-1525.87891220.70310,1220.70310
15.01465,22.21680,977.90527,3173.82810-1220.7031854.49219,-1220.7031854.49219,854.49219
13.30566,21.97266,976.68457,2014.16020-549.3164161.03516,-549.3164161.03516,61.03516
14.64844,21.24023,977.78320,976.56250,-305.17578549.31641,549.31641
14.52637,22.46094,978.75977,305.17578,0.00000,488.28125
14.28223,21.36230,977.41699,-671.38672244.14063,244.14063,183.10547
16.72363,23.92578,978.39355,0.00000,0.00000,0.00000
20.14160,16.35742,891.72363,-103210.4543212.89105310.05860,43212.89105310.05860,5310.05860
12.69531,21.36230,979.85840,-4638.67192014.16020610.35156,2014.16020610.35156,610.35156
13.18359,22.58301,979.37012,-2502.4414976.56250,976.56250,549.31641
13.54980,21.97266,980.71289,-732.42188305.17578,305.17578,549.31641
13.06152,22.33887,980.46875,-610.35156305.17578,305.17578,366.21094
13.54980,22.33887,980.83496,-976.56250427.24609,427.24609,366.21094
12.69531,22.46094,980.22461,-1647.9492610.35156,610.35156,305.17578
13.79395,22.82715,979.73633,-1708.9844488.28125,488.28125,305.17578
14.40430,22.58301,980.59082,-1708.9844671.38672,671.38672,488.28125
14.89258,22.33887,980.34668,-1647.9492610.35156,610.35156,305.17578
13.30566,21.85059,980.34668,-1708.9844793.45703,793.45703,366.21094
13.67188,23.07129,979.37012,-1770.0195671.38672,671.38672,427.24609
14.40430,21.97266,980.95703,-1770.0195549.31641,549.31641,488.28125
13.91602,22.21680,982.05566,-1525.8789793.45703,793.45703,488.28125
13.06152,23.43750,979.24805,-1953.1250732.42188,732.42188,305.17578
14.40430,20.99609,982.17773,-1647.9492549.31641,549.31641,305.17578
14.03809,19.77539,980.71289,-1464.8438854.49219,854.49219,366.21094
15.62500,23.07129,980.34668,0.00000,0.00000,0.00000
36.49902,12.81738,950.19531,935058.630-763000.50-172241.22000,-763000.50-172241.22000,-172241.22000
12.20703,23.92578,979.00391,-4760.74221953.12500427.24609,1953.12500427.24609,427.24609
10.25391,20.87402,979.24805,-1892.0898793.45703,793.45703,610.35156
11.96289,20.99609,981.20117,-610.35156305.17578,305.17578,488.28125
12.81738,21.97266,981.56738,-671.38672183.10547,183.10547,427.24609
13.06152,22.70508,981.32324,-1159.6680549.31641,549.31641,366.21094
14.77051,22.09473,980.22461,-1708.9844610.35156,610.35156,488.28125
15.86914,22.46094,980.95703,-1586.9141671.38672,671.38672,427.24609
14.77051,22.70508,981.07910,-1831.0547671.38672,671.38672,366.21094
14.64844,22.94922,981.44531,-1647.9492732.42188,732.42188,366.21094
14.40430,22.09473,979.85840,-1464.8438610.35156,610.35156,366.21094
13.18359,20.87402,981.07910,-1586.9141671.38672,671.38672,427.24609
13.79395,22.70508,981.56738,-1586.9141671.38672,671.38672,366.21094
14.16016,23.07129,981.07910,-1586.9141671.38672,671.38672,488.28125
13.79395,22.21680,980.83496,-1770.0195610.35156,610.35156,427.24609
13.42773,21.72852,980.34668,-1403.8086732.42188,732.42188,488.28125
13.91602,22.82715,980.83496,-1647.9492671.38672,671.38672,366.21094
14.64844,22.46094,980.59082,-1525.8789610.35156,610.35156,488.28125
13.42773,21.97266,978.63770,-1892.0898671.38672,671.38672,366.21094
12.93945,22.21680,980.34668,-1586.9141854.49219,854.49219,427.24609
13.67188,21.48438,980.83496,-1647.9492732.42188,732.42188,427.24609
13.79395,22.09473,983.52051,-1403.8086671.38672,671.38672,488.28125
14.16016,21.11816,981.81152,-1708.9844671.38672,671.38672,427.24609
13.42773,21.36230,980.10254,-1708.9844854.49219,854.49219,427.24609
13.79395,22.82715,980.83496,-1831.0547793.45703,793.45703,366.21094
14.28223,21.97266,980.46875,-1708.9844732.42188,732.42188,305.17578
14.28223,22.82715,979.61426,-1647.9492488.28125,488.28125,305.17578
14.40430,22.09473,981.56738,-1708.9844610.35156,610.35156,427.24609
14.40430,22.33887,981.20117,-1708.9844732.42188,732.42188,549.31641
14.40430,21.36230,980.22461,-1525.8789793.45703,793.45703,427.24609
13.54980,22.33887,980.83496,-1647.9492671.38672,671.38672,305.17578
12.81738,21.60645,981.56738,-1708.9844671.38672,671.38672,488.28125
12.20703,20.50781,982.05566,-1708.9844610.35156,610.35156,305.17578
10.13184,22.09473,981.07910,-1586.9141549.31641,549.31641,488.28125
13.06152,21.36230,980.10254,-1647.9492793.45703,793.45703,427.24609
13.06152,22.94922,981.68945,-1647.9492732.42188,732.42188,305.17578
13.79395,21.85059,981.32324,-1708.9844854.49219,854.49219,366.21094
14.64844,22.33887,981.56738,-1647.9492671.38672,671.38672,366.21094
13.67188,23.31543,981.44531,-1525.8789732.42188,732.42188,488.28125
15.50293,22.21680,979.12598,-1708.9844610.35156,610.35156,427.24609
14.52637,21.97266,980.95703,-1464.8438671.38672,671.38672,488.28125
13.79395,22.82715,979.24805,-1586.9141671.38672,671.38672,427.24609
12.93945,22.46094,981.20117,-1586.9141793.45703,793.45703,427.24609
14.03809,22.58301,980.59082,-1708.9844854.49219,854.49219,366.21094
13.79395,22.09473,980.10254,-1586.9141854.49219,854.49219,305.17578
13.79395,22.70508,981.20117,-1647.9492854.49219,854.49219,305.17578
13.30566,22.09473,981.44531,-1708.9844732.42188,732.42188,488.28125
13.30566,22.46094,980.83496,-1586.9141732.42188,732.42188,549.31641
14.03809,22.33887,981.44531,-1708.9844732.42188,732.42188,305.17578
13.79395,22.82715,981.07910,-1770.0195854.49219,854.49219,488.28125
14.52637,21.85059,980.59082,-1464.8438732.42188,732.42188,427.24609
13.67188,22.94922,978.88184,-1770.0195671.38672,671.38672,488.28125
15.01465,23.19336,979.73633,-1586.9141732.42188,732.42188,488.28125
14.64844,21.72852,981.56738,-1464.8438854.49219,854.49219,488.28125
14.40430,22.33887,981.44531,-1770.0195976.56250,976.56250,427.24609
14.64844,22.58301,980.95703,-1708.9844915.52734,915.52734,305.17578
13.54980,22.94922,980.34668,-1586.9141854.49219,854.49219,610.35156
12.69531,21.60645,981.07910,-1770.0195793.45703,793.45703,488.28125
14.03809,22.33887,981.20117,-1647.9492793.45703,793.45703,305.17578
12.93945,22.21680,979.24805,-1647.9492488.28125,488.28125,427.24609
14.16016,22.33887,982.05566,-1708.9844732.42188,732.42188,366.21094
14.28223,22.33887,980.95703,-1708.9844671.38672,671.38672,427.24609
13.18359,21.97266,979.24805,-1708.9844793.45703,793.45703,366.21094
14.28223,21.11816,978.14941,-1647.9492549.31641,549.31641,366.21094
13.79395,20.99609,980.71289,-1647.9492549.31641,549.31641,366.21094
14.16016,22.33887,980.34668,-1831.0547671.38672,671.38672,305.17578
13.79395,22.82715,981.44531,-1586.9141671.38672,671.38672,549.31641
14.03809,22.21680,980.59082,-1770.0195793.45703,793.45703,549.31641
13.67188,21.72852,980.46875,-1586.9141732.42188,732.42188,488.28125
14.03809,21.97266,980.83496,-1586.9141671.38672,671.38672,488.28125
13.30566,23.07129,980.34668,-1403.8086610.35156,610.35156,549.31641
13.91602,22.46094,981.44531,-1647.9492793.45703,793.45703,427.24609
13.91602,23.07129,979.73633,-1647.9492732.42188,732.42188,427.24609
13.91602,22.82715,981.32324,-1708.9844549.31641,549.31641,305.17578
13.67188,22.70508,979.49219,-1586.9141793.45703,793.45703,549.31641
13.54980,21.60645,980.22461,-1770.0195671.38672,671.38672,427.24609
13.79395,22.58301,981.20117,-1586.9141793.45703,793.45703,427.24609
13.06152,22.33887,980.59082,-1586.9141793.45703,793.45703,427.24609
13.91602,22.09473,981.20117,-1525.8789793.45703,793.45703,427.24609
13.67188,22.09473,980.34668,-1586.9141732.42188,732.42188,488.28125
14.64844,22.09473,980.71289,-1708.9844732.42188,732.42188,366.21094
13.42773,21.85059,980.59082,-1647.9492793.45703,793.45703,488.28125
13.30566,22.46094,980.83496,-1770.0195793.45703,793.45703,427.24609
13.79395,22.46094,980.95703,-1831.0547793.45703,793.45703,427.24609
14.28223,21.85059,979.61426,-1647.9492671.38672,671.38672,427.24609
13.42773,21.72852,980.71289,-1647.9492793.45703,793.45703,488.28125
12.32910,22.94922,980.71289,-1586.9141610.35156,610.35156,427.24609
13.42773,21.97266,980.34668,-1647.9492793.45703,793.45703,427.24609
13.91602,22.70508,980.95703,-1770.0195854.49219,854.49219,427.24609
13.30566,22.09473,981.07910,-1770.0195732.42188,732.42188,366.21094
14.28223,22.94922,980.83496,-1525.8789793.45703,793.45703,366.21094
13.30566,21.85059,980.71289,-1647.9492793.45703,793.45703,549.31641
13.54980,22.82715,981.32324,-1647.9492671.38672,671.38672,366.21094
12.93945,22.09473,979.61426,-1403.8086671.38672,671.38672,366.21094
14.52637,22.58301,981.07910,-1647.9492793.45703,793.45703,427.24609
12.81738,23.19336,981.44531,-1831.0547854.49219,854.49219,427.24609
13.54980,23.07129,980.83496,-1647.9492854.49219,854.49219,366.21094
13.79395,22.21680,980.95703,-1647.9492732.42188,732.42188,305.17578
13.91602,22.21680,981.20117,-1586.9141732.42188,732.42188,366.21094
14.16016,22.70508,980.95703,-1464.8438671.38672,671.38672,610.35156
13.79395,22.09473,981.93359,-1586.9141793.45703,793.45703,549.31641
13.54980,21.60645,981.07910,-1647.9492549.31641,549.31641,366.21094
14.03809,22.58301,980.46875,-1708.9844671.38672,671.38672,366.21094
14.03809,22.21680,980.71289,-1647.9492732.42188,732.42188,427.24609
13.42773,22.82715,980.71289,-1586.9141854.49219,854.49219,488.28125
13.18359,21.72852,980.59082,-1708.9844793.45703,793.45703,427.24609
13.18359,21.97266,981.44531,-1464.8438732.42188,732.42188,366.21094
14.03809,22.82715,980.22461,-1708.9844732.42188,732.42188,488.28125
13.42773,23.55957,981.20117,-1647.9492793.45703,793.45703,488.28125
14.16016,21.97266,981.44531,-1770.0195732.42188,732.42188,488.28125
13.67188,21.72852,980.46875,-1586.9141732.42188,732.42188,488.28125
12.81738,22.21680,981.68945,-1525.8789671.38672,671.38672,427.24609
13.91602,22.46094,980.95703,-1525.8789793.45703,793.45703,427.24609
13.91602,22.94922,981.07910,-1525.8789854.49219,854.49219,427.24609
14.52637,22.82715,980.95703,-1647.9492671.38672,671.38672,549.31641
14.64844,21.97266,981.32324,-1525.8789854.49219,854.49219,427.24609
13.18359,22.70508,981.32324,-1586.9141793.45703,793.45703,488.28125
12.93945,22.58301,981.20117,-1403.8086793.45703,793.45703,488.28125
13.91602,21.85059,981.44531,-1525.8789610.35156,610.35156,305.17578
12.69531,21.48438,981.20117,-1647.9492671.38672,671.38672,427.24609
13.67188,21.48438,981.20117,-1464.8438793.45703,793.45703,427.24609
14.64844,21.85059,981.32324,-1586.9141732.42188,732.42188,427.24609
13.79395,22.58301,981.32324,-1708.9844915.52734,915.52734,488.28125
13.91602,22.21680,981.68945,-1586.9141732.42188,732.42188,366.21094
13.91602,22.82715,980.95703,-1647.9492976.56250,976.56250,488.28125
13.91602,22.58301,981.81152,-1708.9844793.45703,793.45703,488.28125
15.38086,21.85059,982.05566,-1525.8789854.49219,854.49219,488.28125
14.40430,21.97266,981.56738,-1586.9141732.42188,732.42188,488.28125
13.18359,22.09473,981.20117,-1831.0547793.45703,793.45703,366.21094
13.79395,21.48438,982.05566,-1403.8086549.31641,549.31641,366.21094
13.30566,24.78027,983.64258,-1586.9141671.38672,671.38672,610.35156
11.96289,22.21680,979.37012,-1647.9492732.42188,732.42188,427.24609
13.06152,24.16992,978.39355,-1708.9844854.49219,854.49219,549.31641
14.16016,21.85059,981.32324,-1647.9492732.42188,732.42188,549.31641
14.16016,22.46094,981.32324,-1586.9141732.42188,732.42188,488.28125
13.54980,21.48438,980.95703,-1586.9141915.52734,915.52734,549.31641
13.91602,22.70508,980.71289,-1525.8789732.42188,732.42188,366.21094
14.28223,21.85059,979.12598,-1647.9492732.42188,732.42188,610.35156
13.54980,21.11816,981.32324,-1586.9141732.42188,732.42188,488.28125
14.03809,21.72852,980.83496,-1770.0195671.38672,671.38672,427.24609
13.54980,22.09473,980.95703,-1647.9492793.45703,793.45703,427.24609
13.79395,23.19336,981.20117,-1525.8789610.35156,610.35156,488.28125
13.18359,22.82715,979.37012,-1708.9844793.45703,793.45703,427.24609
14.16016,22.82715,979.98047,-1525.8789732.42188,732.42188,305.17578
13.54980,22.82715,980.71289,-1525.8789854.49219,854.49219,549.31641
13.67188,22.94922,980.46875,-1464.8438610.35156,610.35156,488.28125
14.28223,23.43750,980.83496,-1708.9844732.42188,732.42188,488.28125
14.77051,22.21680,980.34668,-1586.9141732.42188,732.42188,488.28125
13.91602,22.58301,980.59082,-1586.9141854.49219,854.49219,488.28125
13.30566,20.62988,980.59082,-1586.9141610.35156,610.35156,366.21094
13.91602,21.48438,979.00391,-1586.9141793.45703,793.45703,366.21094
12.57324,21.97266,981.07910,-1770.0195671.38672,671.38672,366.21094
13.42773,20.50781,980.95703,-1586.9141854.49219,854.49219,427.24609
14.16016,21.36230,978.75977,-1586.9141793.45703,793.45703,488.28125
13.67188,22.70508,980.83496,-1586.9141793.45703,793.45703,610.35156
14.28223,22.94922,981.44531,-1647.9492732.42188,732.42188,488.28125
13.67188,24.04785,981.32324,-1770.0195732.42188,732.42188,549.31641
12.69531,23.07129,981.20117,-1586.9141793.45703,793.45703,671.38672
14.03809,21.24023,981.32324,-1586.9141793.45703,793.45703,427.24609
12.69531,21.48438,980.71289,-1647.9492854.49219,854.49219,610.35156
14.16016,21.72852,982.42188,-1525.8789793.45703,793.45703,671.38672
16.11328,20.14160,979.12598,-1464.8438915.52734,915.52734,610.35156
16.84570,6.95801,983.88672,-1220.7031976.56250,976.56250,549.31641
18.43262,15.13672,982.42188,-1586.9141854.49219,854.49219,488.28125
15.99121,21.48438,981.07910,-1708.9844671.38672,671.38672,427.24609
13.79395,19.40918,982.66602,-1708.9844610.35156,610.35156,427.24609
11.96289,23.43750,980.46875,-1586.9141732.42188,732.42188,610.35156
12.32910,24.04785,977.53906,-1831.0547793.45703,793.45703,488.28125
13.54980,23.80371,980.34668,-1586.9141793.45703,793.45703,366.21094
12.81738,22.58301,981.20117,-1708.9844671.38672,671.38672,549.31641
13.30566,22.58301,981.32324,-1586.9141732.42188,732.42188,610.35156
13.18359,22.46094,979.85840,-1770.0195732.42188,732.42188,427.24609
13.91602,22.33887,979.49219,-1525.8789854.49219,854.49219,549.31641
13.67188,21.60645,982.05566,-1464.8438671.38672,671.38672,427.24609
14.28223,22.82715,981.68945,-1525.8789793.45703,793.45703,366.21094
13.79395,22.21680,980.95703,-1770.0195671.38672,671.38672,488.28125
13.54980,21.48438,980.95703,-1586.9141854.49219,854.49219,366.21094
13.54980,22.46094,980.22461,-1708.9844671.38672,671.38672,366.21094
13.79395,22.94922,981.44531,-1586.9141671.38672,671.38672,427.24609
12.69531,21.60645,983.27637,-1586.9141793.45703,793.45703,427.24609
13.42773,20.87402,981.81152,-1525.8789671.38672,671.38672,305.17578
14.40430,21.97266,980.46875,-1586.9141671.38672,671.38672,366.21094
13.42773,22.21680,980.46875,-1647.9492732.42188,732.42188,427.24609
14.28223,22.82715,981.44531,-1525.8789671.38672,671.38672,427.24609
13.42773,22.58301,980.10254,-1647.9492854.49219,854.49219,488.28125
14.16016,21.72852,981.20117,-1770.0195793.45703,793.45703,427.24609
13.67188,22.82715,980.71289,-1770.0195732.42188,732.42188,427.24609
14.52637,22.58301,980.95703,-1708.9844793.45703,793.45703,366.21094
13.67188,23.07129,981.07910,-1708.9844793.45703,793.45703,366.21094
14.28223,22.33887,981.20117,-1647.9492854.49219,854.49219,427.24609
13.91602,21.85059,981.32324,-1708.9844732.42188,732.42188,427.24609
13.79395,21.24023,981.56738,-1525.8789488.28125,488.28125,488.28125
14.03809,22.46094,982.05566,-1586.9141915.52734,915.52734,366.21094
13.54980,22.46094,980.10254,-1708.9844732.42188,732.42188,305.17578
14.03809,22.46094,979.98047,-1647.9492732.42188,732.42188,366.21094
13.18359,22.21680,980.59082,-1525.8789793.45703,793.45703,488.28125
13.79395,21.60645,978.63770,-1708.9844610.35156,610.35156,488.28125
13.30566,22.21680,981.44531,-1525.8789732.42188,732.42188,549.31641
13.79395,23.07129,980.95703,-1464.8438793.45703,793.45703,488.28125
14.64844,21.48438,980.83496,-1525.8789732.42188,732.42188,488.28125
13.91602,22.33887,981.20117,-1708.9844793.45703,793.45703,366.21094
13.67188,23.19336,981.32324,-1464.8438732.42188,732.42188,427.24609
13.79395,22.33887,979.98047,-1586.9141793.45703,793.45703,366.21094
14.52637,22.58301,981.20117,-1708.9844732.42188,732.42188,488.28125
14.40430,21.97266,980.71289,-1525.8789915.52734,915.52734,366.21094
13.54980,22.33887,980.95703,-1708.9844793.45703,793.45703,366.21094
13.54980,21.24023,980.22461,-1647.9492793.45703,793.45703,427.24609
13.91602,22.21680,978.75977,-1647.9492671.38672,671.38672,427.24609
12.81738,22.09473,981.07910,-1464.8438854.49219,854.49219,427.24609
14.03809,23.07129,981.07910,-1647.9492671.38672,671.38672,366.21094
14.16016,22.46094,979.24805,-1708.9844854.49219,854.49219,488.28125
13.18359,21.97266,981.07910,-1647.9492732.42188,732.42188,427.24609
13.67188,21.85059,980.10254,-1770.0195671.38672,671.38672,366.21094
14.28223,21.97266,981.07910,-1464.8438732.42188,732.42188,549.31641
14.03809,22.94922,980.71289,-1708.9844732.42188,732.42188,366.21094
13.18359,22.46094,980.59082,-1708.9844854.49219,854.49219,488.28125
13.91602,22.21680,980.83496,-1586.9141671.38672,671.38672,488.28125
13.54980,22.70508,981.07910,-1342.7734732.42188,732.42188,427.24609
12.93945,22.09473,981.68945,-1464.8438854.49219,854.49219,427.24609
14.28223,23.19336,980.95703,-1708.9844793.45703,793.45703,427.24609
14.28223,22.82715,979.85840,-1708.9844793.45703,793.45703,305.17578
13.18359,22.46094,981.44531,-1770.0195854.49219,854.49219,427.24609
13.91602,21.85059,979.98047,-1770.0195732.42188,732.42188,488.28125
14.16016,22.09473,980.71289,-1525.8789732.42188,732.42188,366.21094
13.67188,22.46094,979.98047,-1464.8438732.42188,732.42188,488.28125
13.54980,22.09473,979.37012,-1586.9141793.45703,793.45703,366.21094
13.54980,21.85059,980.83496,-1586.9141793.45703,793.45703,488.28125
14.40430,22.09473,980.71289,-1586.9141732.42188,732.42188,427.24609
12.08496,22.09473,980.71289,-1708.9844671.38672,671.38672,366.21094
13.42773,22.46094,981.32324,-1586.9141854.49219,854.49219,427.24609
13.67188,22.94922,980.95703,-1892.0898732.42188,732.42188,488.28125
13.67188,22.09473,980.71289,-1586.9141732.42188,732.42188,366.21094
13.18359,22.82715,980.95703,-1708.9844732.42188,732.42188,366.21094
13.67188,22.58301,980.59082,-1647.9492671.38672,671.38672,427.24609
13.18359,22.21680,981.20117,-1464.8438732.42188,732.42188,427.24609
13.18359,21.36230,978.27148,-1708.9844793.45703,793.45703,427.24609
13.54980,21.72852,975.21973,-1770.0195854.49219,854.49219,366.21094
13.91602,22.94922,981.44531,-1586.9141732.42188,732.42188,488.28125
13.42773,22.70508,982.17773,-1586.9141854.49219,854.49219,549.31641
14.03809,21.72852,979.00391,-1647.9492732.42188,732.42188,305.17578
14.03809,22.09473,981.07910,-1464.8438793.45703,793.45703,366.21094
12.93945,23.19336,981.20117,-1525.8789793.45703,793.45703,305.17578
13.18359,22.09473,981.20117,-1647.9492793.45703,793.45703,427.24609
14.16016,21.97266,981.07910,-1770.0195549.31641,549.31641,366.21094
13.54980,21.85059,981.20117,-1647.9492793.45703,793.45703,549.31641
14.40430,22.94922,980.59082,-1586.9141671.38672,671.38672,305.17578
13.54980,22.33887,980.71289,-1586.9141671.38672,671.38672,488.28125
13.30566,23.68164,981.81152,-1831.0547793.45703,793.45703,366.21094
14.40430,22.21680,984.25293,-1464.8438793.45703,793.45703,366.21094
13.54980,21.11816,979.85840,-1586.9141732.42188,732.42188,610.35156
13.91602,22.70508,977.41699,-1586.9141671.38672,671.38672,488.28125
13.54980,22.09473,981.44531,-1525.8789732.42188,732.42188,549.31641
14.28223,22.33887,980.95703,-1770.0195854.49219,854.49219,366.21094
13.42773,22.21680,981.07910,-1708.9844793.45703,793.45703,427.24609
13.67188,21.97266,980.95703,-1647.9492854.49219,854.49219,488.28125
13.67188,22.46094,980.71289,-1647.9492793.45703,793.45703,366.21094
13.54980,22.21680,982.29980,-1525.8789671.38672,671.38672,366.21094
13.06152,22.21680,977.41699,-1770.0195549.31641,549.31641,366.21094
13.18359,22.82715,978.63770,-1647.9492854.49219,854.49219,427.24609
13.30566,22.09473,983.03223,-1708.9844488.28125,488.28125,244.14063
14.03809,22.09473,980.46875,-1586.9141854.49219,854.49219,671.38672
14.89258,22.33887,979.00391,-1647.9492732.42188,732.42188,427.24609
14.16016,22.21680,982.54395,-1647.9492793.45703,793.45703,427.24609
12.57324,22.94922,980.83496,-1831.0547732.42188,732.42188,366.21094
13.67188,22.09473,980.22461,-1708.9844732.42188,732.42188,488.28125
13.91602,22.94922,981.93359,-1586.9141671.38672,671.38672,427.24609
13.67188,22.70508,981.07910,-1647.9492854.49219,854.49219,488.28125
14.03809,21.36230,980.59082,-1403.8086610.35156,610.35156,549.31641
13.30566,22.46094,980.95703,-1647.9492549.31641,549.31641,305.17578
14.16016,22.33887,981.32324,-1647.9492732.42188,732.42188,366.21094
14.40430,22.33887,981.07910,-1831.0547732.42188,732.42188,366.21094
14.16016,22.82715,981.32324,-1647.9492793.45703,793.45703,427.24609
13.18359,22.94922,980.83496,-1586.9141793.45703,793.45703,549.31641
13.54980,22.58301,980.34668,-1586.9141793.45703,793.45703,488.28125
13.18359,22.82715,979.61426,-1525.8789915.52734,915.52734,366.21094
13.06152,22.21680,981.56738,-1525.8789671.38672,671.38672,488.28125
13.30566,21.72852,980.59082,-1586.9141610.35156,610.35156,488.28125
13.79395,22.46094,981.20117,-1586.9141671.38672,671.38672,427.24609
13.79395,23.92578,980.95703,-1770.0195793.45703,793.45703,366.21094
14.16016,22.09473,980.46875,-1647.9492671.38672,671.38672,488.28125
13.54980,22.09473,981.44531,-1708.9844732.42188,732.42188,427.24609
14.03809,23.19336,980.83496,-1525.8789732.42188,732.42188,549.31641
14.03809,23.07129,981.44531,-1708.9844793.45703,793.45703,488.28125
13.79395,21.85059,980.83496,-1586.9141671.38672,671.38672,488.28125
14.89258,21.97266,981.32324,-1586.9141854.49219,854.49219,488.28125
13.06152,22.21680,981.68945,-1525.8789732.42188,732.42188,427.24609
13.79395,23.07129,981.32324,-1647.9492854.49219,854.49219,488.28125
13.30566,22.21680,981.20117,-1708.9844793.45703,793.45703,427.24609
13.42773,22.46094,980.46875,-1770.0195854.49219,854.49219,488.28125
13.18359,22.09473,981.20117,-1647.9492793.45703,793.45703,427.24609
13.42773,21.72852,980.22461,-1647.9492793.45703,793.45703,366.21094
13.91602,20.99609,982.54395,-1525.8789671.38672,671.38672,549.31641
13.42773,22.33887,979.85840,-1708.9844793.45703,793.45703,549.31641
13.91602,20.75195,980.83496,-1586.9141732.42188,732.42188,488.28125
13.18359,21.36230,981.20117,-1770.0195732.42188,732.42188,427.24609
13.18359,22.33887,981.20117,-1831.0547793.45703,793.45703,366.21094
13.30566,22.21680,981.32324,-1770.0195793.45703,793.45703,427.24609
12.69531,21.97266,980.22461,-1586.9141732.42188,732.42188,366.21094
13.54980,22.58301,980.83496,-1464.8438793.45703,793.45703,427.24609
13.42773,21.97266,981.20117,-1586.9141610.35156,610.35156,549.31641
13.91602,20.62988,981.93359,-1586.9141854.49219,854.49219,427.24609
13.91602,21.97266,981.20117,-1708.9844732.42188,732.42188,427.24609
13.18359,22.70508,979.37012,-1647.9492671.38672,671.38672,427.24609
12.93945,24.16992,980.59082,-1586.9141793.45703,793.45703,427.24609
13.30566,22.94922,980.71289,-1647.9492732.42188,732.42188,366.21094
13.42773,21.72852,980.22461,-1647.9492732.42188,732.42188,488.28125
14.03809,21.48438,980.59082,-1647.9492976.56250,976.56250,610.35156
13.67188,22.82715,980.95703,-1464.8438793.45703,793.45703,488.28125
14.52637,21.36230,980.22461,-1647.9492854.49219,854.49219,427.24609
14.64844,20.87402,981.44531,-1464.8438854.49219,854.49219,488.28125
14.89258,21.11816,980.83496,-1586.9141854.49219,854.49219,488.28125
13.54980,23.19336,980.10254,-1647.9492610.35156,610.35156,427.24609
12.81738,23.07129,981.68945,-1647.9492915.52734,915.52734,305.17578
13.18359,22.70508,980.46875,-1770.0195732.42188,732.42188,183.10547
14.03809,21.72852,981.07910,-1464.8438610.35156,610.35156,549.31641
13.79395,21.97266,980.46875,-1525.8789671.38672,671.38672,427.24609
13.42773,21.97266,981.32324,-1586.9141793.45703,793.45703,366.21094
12.69531,22.09473,981.07910,-1586.9141732.42188,732.42188,488.28125
15.50293,22.21680,980.46875,-1647.9492793.45703,793.45703,366.21094
13.42773,22.21680,980.59082,-1708.9844793.45703,793.45703,427.24609
13.42773,22.21680,980.83496,-1708.9844793.45703,793.45703,488.28125
13.18359,21.85059,980.10254,-1586.9141793.45703,793.45703,488.28125
13.54980,21.85059,981.56738,-1586.9141732.42188,732.42188,549.31641
13.67188,22.46094,981.44531,-1647.9492854.49219,854.49219,427.24609
