8603,0,-45.90,15.87,973.39,39.06,32.35,4.88,-22.08,43.04,-35.19
8659,1,-46.02,15.87,971.68,39.06,29.91,4.27,-22.13,42.72,-35.14
8716,2,-45.17,14.89,973.02,40.28,30.52,4.27,-21.70,42.74,-34.94
8772,0,-46.75,15.14,973.75,40.28,31.13,4.27,-21.42,42.63,-34.99
8827,1,-46.63,16.85,973.63,40.89,31.13,3.66,-22.01,42.85,-35.66
8884,2,-46.02,15.50,973.02,40.28,31.13,4.27,-21.67,42.59,-34.61
8940,0,-46.14,14.16,972.78,40.89,31.13,3.05,-22.19,42.50,-35.56
8996,1,-46.88,14.16,973.02,40.28,30.52,4.88,-21.79,42.38,-35.86
9053,2,-45.53,14.53,973.39,39.67,31.74,3.66,-22.18,42.79,-35.97
9109,0,-45.53,16.60,973.39,40.89,31.13,4.88,-22.06,42.47,-34.47
9165,1,-46.14,15.26,973.63,38.45,31.74,4.88,-21.90,41.98,-34.91
9221,2,-46.26,14.16,973.51,38.45,31.74,4.27,-21.95,42.33,-36.04
9277,0,-46.39,14.28,973.27,39.06,31.13,4.88,-21.50,42.10,-35.41
9333,1,-47.12,14.65,973.27,39.06,30.52,5.49,-21.55,42.76,-35.19
9390,2,-45.65,14.65,972.17,40.28,31.13,3.05,-21.51,42.14,-35.14
9446,0,-46.39,15.87,973.14,40.28,32.35,3.66,-21.62,42.48,-35.63
9502,1,-45.65,16.24,973.63,40.89,29.91,4.88,-21.80,43.03,-36.11
9558,2,-46.39,14.40,973.39,38.45,31.13,4.27,-21.51,43.18,-36.00
9614,0,-46.51,14.04,973.39,42.11,31.13,4.88,-21.57,42.22,-35.19
9670,1,-45.90,15.14,972.90,38.45,31.13,4.27,-21.95,42.48,-35.16
9726,2,-45.53,15.63,973.39,38.45,31.13,4.27,-21.85,42.83,-35.69
9783,0,-46.63,15.87,973.88,39.67,29.91,4.88,-21.77,43.03,-35.22
9839,1,-45.41,15.01,974.12,38.45,29.91,3.66,-22.23,42.69,-36.02
9894,2,-46.14,15.75,973.27,38.45,30.52,4.27,-21.69,42.43,-36.46
9951,0,-45.78,14.65,973.39,40.89,31.74,4.27,-21.73,42.74,-36.08
10007,1,-47.61,15.63,973.39,38.45,30.52,3.66,-21.74,42.76,-36.54
10063,2,-46.51,13.67,971.80,39.67,30.52,4.27,-21.96,42.75,-36.83
10120,0,-46.88,15.99,973.51,39.06,31.13,3.66,-21.86,42.41,-36.30
10176,1,-46.14,15.50,973.51,39.06,30.52,4.88,-21.61,41.75,-37.06
10232,2,-45.65,14.16,973.75,38.45,30.52,3.05,-21.81,42.94,-35.66
10288,0,-46.39,13.67,973.63,36.01,31.13,6.71,-21.12,42.31,-36.77
10344,1,-44.92,15.75,973.27,37.84,31.13,5.49,-21.11,42.11,-36.87
10400,2,-45.53,17.46,972.17,39.06,29.91,3.05,-21.62,42.65,-35.56
10457,0,-46.14,15.50,973.39,39.06,31.74,5.49,-20.72,42.80,-35.78
10513,1,-46.63,14.89,973.63,39.06,30.52,4.88,-21.23,42.90,-36.29
10569,2,-46.88,15.63,973.63,39.06,31.13,3.66,-21.89,42.50,-35.72
10625,0,-45.41,16.36,972.66,39.67,32.35,4.27,-21.34,42.83,-36.24
10681,1,-46.26,14.16,972.90,39.67,31.13,4.88,-21.02,42.29,-35.60
10737,2,-46.51,14.65,973.27,37.84,29.91,3.05,-21.42,42.63,-36.01
10793,0,-44.80,15.50,972.66,38.45,31.13,4.88,-21.55,43.01,-35.72
10850,1,-46.02,16.11,973.14,38.45,31.13,5.49,-22.18,42.48,-36.60
10906,2,-46.14,15.38,973.39,39.06,30.52,4.88,-21.34,42.63,-36.67
10962,0,-46.14,14.16,973.51,38.45,30.52,4.27,-21.30,42.66,-35.68
11018,1,-46.02,16.24,973.63,39.06,32.35,4.27,-21.34,42.53,-36.32
11074,2,-45.90,16.11,971.44,37.23,30.52,4.27,-21.68,42.35,-35.56
11130,0,-45.17,16.48,972.05,37.84,29.91,4.27,-21.12,42.75,-36.29
11187,1,-46.26,14.16,972.17,39.67,29.91,5.49,-21.78,42.20,-35.69
11243,2,-47.00,14.89,973.39,40.28,31.74,4.88,-21.68,42.31,-36.43
11299,0,-46.39,16.48,973.02,37.23,29.91,4.27,-21.57,42.50,-36.07
11355,1,-45.65,15.87,973.39,38.45,29.91,5.49,-21.48,42.87,-36.11
11411,2,-45.53,14.16,972.05,40.28,31.13,4.88,-22.33,42.43,-36.13
11467,0,-46.88,15.75,974.37,37.23,31.74,4.88,-21.58,42.47,-36.69
11524,1,-45.90,16.11,974.00,37.23,31.13,3.66,-21.11,42.76,-37.23
11580,2,-45.41,15.87,972.90,37.23,31.13,4.88,-21.25,42.24,-35.61
11636,0,-47.00,15.87,971.92,37.23,31.13,2.44,-21.74,42.86,-36.02
11692,1,-45.65,15.14,973.02,36.62,29.91,4.27,-21.58,43.29,-35.85
11748,2,-45.17,15.63,972.78,39.06,29.91,3.66,-21.62,42.83,-36.29
11804,0,-46.14,15.99,973.14,39.06,29.30,3.66,-22.19,42.59,-36.40
11860,1,-47.12,15.87,972.29,39.06,30.52,3.05,-21.70,43.02,-35.85
11917,2,-46.39,14.04,972.90,37.84,31.13,4.88,-21.61,42.98,-36.93
11973,0,-45.17,15.26,973.75,39.06,30.52,3.66,-22.29,42.96,-36.61
12029,1,-46.39,16.24,973.51,37.23,29.30,4.27,-21.52,42.61,-36.82
12085,2,-46.14,15.63,972.78,38.45,29.91,3.66,-22.06,42.79,-36.11
12141,0,-45.90,15.63,973.02,38.45,29.30,4.27,-21.75,43.07,-34.96
12197,1,-46.39,16.60,973.75,38.45,29.30,1.83,-21.50,42.74,-35.82
12254,2,-46.39,14.65,974.12,39.06,28.69,4.27,-22.27,42.71,-35.17
12310,0,-45.65,15.01,973.27,40.28,30.52,3.66,-21.77,42.79,-37.05
12366,1,-47.00,15.26,972.78,39.06,29.91,3.66,-21.36,43.36,-35.57
12422,2,-44.92,14.16,972.05,37.84,29.91,3.66,-21.39,43.04,-36.62
12478,0,-45.90,15.14,972.78,39.06,28.69,4.27,-21.77,42.83,-36.05
12534,1,-46.63,15.99,973.63,37.84,30.52,4.27,-21.56,43.02,-36.24
12591,2,-45.29,17.58,972.90,38.45,29.30,4.88,-22.36,43.43,-35.49
12647,0,-46.88,14.53,973.39,37.84,31.13,3.66,-21.57,43.18,-35.85
12703,1,-46.63,14.28,973.39,39.06,30.52,4.27,-21.62,43.68,-36.23
12760,2,-46.51,15.63,973.51,38.45,30.52,3.66,-21.89,43.37,-35.56
12815,0,-46.02,15.50,973.39,37.84,31.13,3.66,-21.26,42.87,-35.96
12871,1,-45.90,15.14,972.66,39.67,30.52,4.27,-21.90,43.31,-36.05
12928,2,-46.63,15.87,973.27,40.28,32.35,4.27,-21.78,43.18,-35.72
12984,0,-46.51,14.65,974.24,39.06,31.13,4.27,-22.05,42.66,-36.07
13040,1,-45.90,15.63,973.39,40.89,31.74,4.27,-22.01,43.15,-34.92
13096,2,-46.88,16.36,971.31,38.45,30.52,4.88,-21.44,42.94,-34.83
13152,0,-46.39,15.14,973.14,40.89,29.91,4.88,-21.87,42.30,-36.19
13208,1,-45.41,15.14,973.27,37.23,31.13,3.66,-21.50,43.37,-35.44
13264,2,-45.90,16.85,972.78,39.06,29.91,4.88,-21.95,42.88,-36.23
13321,0,-46.63,15.87,973.51,37.84,31.13,4.88,-21.80,42.43,-35.29
13377,1,-46.26,14.40,972.41,39.67,31.13,4.27,-22.28,42.69,-36.12
13433,2,-46.39,15.38,973.51,39.67,31.74,4.27,-21.89,42.53,-36.74
13490,0,-45.90,15.50,972.53,39.67,30.52,3.66,-22.11,42.71,-35.75
13545,1,-46.75,15.38,973.27,40.89,29.91,5.49,-22.00,42.07,-36.30
13601,2,-45.29,15.50,973.14,38.45,31.74,4.27,-21.79,42.71,-35.38
13658,0,-45.41,14.40,973.27,40.28,29.91,4.88,-21.78,42.65,-35.07
13714,1,-46.88,14.16,973.27,38.45,30.52,4.88,-22.16,42.26,-36.36
13770,2,-44.68,15.50,974.12,38.45,31.13,4.88,-21.77,42.25,-36.54
13827,0,-46.02,15.26,973.39,39.67,30.52,4.88,-21.74,42.38,-36.21
13882,1,-45.90,14.89,971.92,39.06,30.52,4.88,-21.74,42.02,-36.12
13938,2,-45.17,15.01,972.78,39.67,31.74,6.10,-21.94,42.29,-36.28
13995,0,-46.51,15.14,973.51,38.45,29.91,4.27,-21.77,42.50,-35.51
14051,1,-45.17,15.26,973.75,39.06,29.30,3.66,-21.86,42.77,-36.36
14107,2,-46.02,15.01,972.90,38.45,31.74,5.49,-22.16,42.22,-36.21
14163,0,-46.39,14.53,971.31,39.06,31.13,4.88,-21.87,41.89,-35.84
14219,1,-46.02,15.38,973.14,39.06,28.69,5.49,-22.11,42.82,-35.45
14275,2,-46.75,15.38,972.90,38.45,31.74,6.10,-21.95,42.53,-35.56
14331,0,-46.26,14.77,971.92,41.50,30.52,4.88,-22.28,42.76,-36.07
14388,1,-46.39,15.50,972.41,39.67,29.91,4.88,-21.83,42.43,-35.46
14444,2,-45.65,14.40,973.51,38.45,29.91,5.49,-22.09,42.91,-35.00
14500,0,-46.02,16.11,973.39,39.06,31.13,4.27,-21.91,42.82,-36.57
14557,1,-46.26,15.01,973.02,38.45,31.13,4.27,-22.05,42.42,-35.73
14612,2,-46.88,15.75,973.27,39.67,29.91,4.88,-22.30,42.59,-36.22
14668,0,-46.02,15.14,972.41,40.28,31.74,3.66,-22.03,43.02,-36.52
14725,1,-46.75,16.48,972.90,39.06,30.52,4.88,-21.35,42.53,-35.52
14781,2,-46.63,14.89,973.51,39.06,29.91,5.49,-22.09,42.46,-36.56
14837,0,-46.88,15.26,972.05,37.23,31.13,4.27,-21.91,42.81,-34.92
14894,1,-46.51,14.77,973.27,38.45,30.52,3.66,-21.74,42.96,-35.78
14949,2,-46.51,15.63,973.75,40.28,29.91,4.27,-21.94,42.64,-36.61
15005,0,-45.17,15.99,973.27,39.06,31.74,3.66,-21.74,42.49,-36.41
15062,1,-46.02,14.53,973.14,41.50,31.13,4.27,-21.96,42.30,-36.63
15118,2,-46.14,14.40,972.41,39.67,31.13,4.27,-21.36,42.33,-35.39
15174,0,-46.02,15.50,973.39,37.84,30.52,4.88,-22.06,43.09,-35.50
15230,1,-46.14,14.65,973.14,39.67,31.74,5.49,-21.95,42.64,-36.07
15286,2,-45.41,15.26,972.78,39.67,30.52,4.27,-21.85,43.05,-36.27
15342,0,-46.02,14.89,973.39,39.67,30.52,3.66,-22.13,43.59,-34.88
15398,1,-45.53,15.63,972.90,39.06,32.35,3.05,-22.07,42.69,-34.59
15455,2,-44.92,16.11,973.63,39.67,31.74,4.88,-21.69,42.48,-35.57
15511,0,-46.26,13.79,973.39,39.06,31.74,4.88,-21.61,42.43,-35.41
15567,1,-45.90,14.53,973.75,39.06,31.74,6.10,-22.01,42.44,-35.90
15624,2,-45.53,16.97,972.29,39.67,29.91,3.66,-22.40,42.13,-35.31
15679,0,-45.65,15.14,972.41,40.28,30.52,5.49,-21.91,42.60,-36.35
15735,1,-45.90,14.28,973.63,38.45,31.13,3.66,-21.96,42.83,-36.40
15792,2,-46.75,14.89,973.27,41.50,32.35,4.88,-22.16,42.57,-35.96
15848,0,-46.14,16.11,973.27,39.67,31.74,4.27,-21.62,42.60,-35.50
15904,1,-44.56,15.38,972.90,39.06,31.13,5.49,-22.18,42.48,-35.60
15961,2,-46.75,14.77,973.63,41.50,30.52,4.27,-21.67,43.35,-36.12
16016,0,-46.02,14.65,973.02,39.06,32.35,4.88,-21.84,42.58,-35.38
16072,1,-45.90,15.38,973.02,38.45,32.35,5.49,-21.89,42.55,-35.35
16129,2,-45.78,15.99,973.39,39.67,31.74,5.49,-22.28,42.68,-35.07
16185,0,-46.02,15.26,973.14,40.89,32.35,6.10,-22.17,42.99,-36.19
16241,1,-47.00,14.16,973.88,39.67,31.74,4.27,-21.57,42.58,-34.92
16297,2,-45.90,16.24,971.68,40.28,29.30,3.66,-21.98,43.10,-37.00
16354,0,-45.04,16.24,975.34,40.89,31.74,3.66,-21.72,42.70,-36.23
16409,1,-42.72,16.60,971.92,40.89,32.35,4.27,-21.97,42.96,-36.49
16465,2,-47.85,12.21,972.05,39.06,31.13,5.49,-22.05,42.63,-35.51
16522,0,-48.95,15.87,972.90,37.23,32.35,4.27,-21.78,42.57,-36.04
16578,1,-42.97,18.92,973.27,37.84,31.13,4.88,-22.08,42.97,-35.88
16634,2,-47.24,12.82,972.29,40.28,30.52,4.88,-22.44,42.15,-35.84
