1,-22.58,43.58,973.51,37.23,29.30,4.88,-22.06,51.79,-60.97,-1.31,2.57
2,-22.83,42.72,974.49,36.62,28.69,3.66,-22.03,51.99,-61.11,-1.32,2.52
0,-22.09,43.21,973.63,36.62,28.69,3.05,-22.47,51.90,-60.93,-1.28,2.55
1,-21.85,43.95,974.49,36.01,29.91,4.27,-22.17,51.65,-61.67,-1.26,2.59
2,-23.68,42.36,973.51,37.23,29.30,3.66,-21.98,51.82,-60.34,-1.37,2.50
0,-21.24,42.97,974.49,39.06,29.91,3.05,-21.68,51.62,-60.34,-1.23,2.53
1,-21.61,43.21,972.53,36.62,30.52,4.88,-21.83,51.68,-60.57,-1.25,2.56
2,-22.22,43.33,973.88,39.67,28.69,3.66,-21.81,52.12,-60.51,-1.28,2.56
0,-23.19,42.97,973.75,37.84,29.30,5.49,-22.16,51.77,-60.74,-1.34,2.53
1,-21.61,42.60,973.51,37.84,30.52,5.49,-22.25,51.46,-60.53,-1.25,2.52
2,-23.68,42.85,973.63,37.84,29.30,4.27,-22.13,51.43,-60.28,-1.37,2.52
0,-21.85,42.85,974.49,37.23,28.69,4.27,-21.96,51.48,-61.87,-1.26,2.53
1,-23.44,42.72,973.27,37.84,28.08,4.88,-21.80,51.37,-61.46,-1.36,2.52
2,-22.46,43.21,975.10,39.06,29.30,3.66,-21.79,51.03,-61.63,-1.29,2.54
0,-22.46,42.97,974.12,36.62,31.13,5.49,-22.29,51.60,-60.44,-1.30,2.53
1,-22.46,43.95,974.12,36.62,30.52,4.88,-22.40,51.17,-61.11,-1.30,2.59
2,-21.36,43.70,974.37,37.84,28.69,4.27,-22.20,51.35,-60.82,-1.23,2.58
0,-23.07,43.46,974.49,37.23,29.30,3.05,-22.53,51.42,-60.44,-1.33,2.56
1,-22.95,43.09,974.37,36.62,29.91,5.49,-22.35,51.70,-59.79,-1.32,2.54
2,-22.22,43.33,973.51,36.01,30.52,4.88,-22.24,51.92,-61.18,-1.28,2.56
0,-22.95,43.46,974.37,38.45,29.91,4.27,-22.89,52.33,-60.58,-1.32,2.56
1,-22.09,43.09,974.00,37.84,28.08,4.88,-22.56,51.66,-61.56,-1.28,2.54
2,-21.73,43.46,973.75,37.23,28.69,3.66,-22.53,51.64,-60.68,-1.26,2.57
0,-23.19,42.85,974.37,37.84,30.52,4.27,-22.36,51.89,-61.10,-1.34,2.52
1,-22.71,42.24,973.51,36.62,29.30,5.49,-21.73,51.50,-60.00,-1.31,2.49
2,-21.85,43.33,974.73,35.40,28.08,3.66,-22.39,52.14,-59.99,-1.26,2.55
0,-23.19,42.85,974.37,38.45,29.30,3.66,-22.57,51.53,-60.38,-1.34,2.52
1,-23.56,43.33,974.12,36.01,30.52,4.27,-22.18,51.25,-60.35,-1.36,2.55
2,-21.85,42.72,974.37,37.23,28.69,4.88,-22.83,51.86,-60.22,-1.26,2.52
0,-22.34,43.21,974.49,37.23,27.47,4.88,-22.75,50.70,-59.80,-1.29,2.55
1,-23.44,42.97,973.39,37.84,28.69,5.49,-22.31,51.83,-60.61,-1.36,2.53
2,-23.07,42.97,974.00,37.84,28.69,4.27,-22.28,51.53,-60.61,-1.33,2.53
0,-23.44,42.60,973.88,37.84,28.69,3.66,-22.42,51.26,-61.22,-1.35,2.51
1,-22.46,43.21,973.88,37.23,28.69,5.49,-22.34,51.26,-60.79,-1.30,2.55
2,-22.22,43.58,973.88,36.62,29.91,4.88,-22.30,51.33,-60.39,-1.28,2.57
0,-22.09,42.72,974.00,35.40,29.91,4.88,-22.20,51.46,-60.63,-1.28,2.52
1,-22.09,41.63,974.00,37.84,28.69,4.88,-22.18,51.22,-61.08,-1.28,2.46
2,-22.34,43.21,974.49,37.23,28.08,3.66,-22.12,51.16,-60.73,-1.29,2.55
0,-21.97,43.46,974.12,36.01,29.91,4.88,-22.57,51.10,-60.57,-1.27,2.56
1,-22.95,43.09,974.73,36.01,28.69,4.27,-21.97,51.82,-60.83,-1.32,2.54
2,-22.83,43.46,974.98,37.84,28.69,5.49,-22.31,51.82,-60.53,-1.32,2.56
0,-22.34,44.07,973.39,36.01,29.30,4.27,-22.47,51.87,-60.79,-1.29,2.60
1,-21.97,42.60,974.49,38.45,29.91,3.66,-22.06,51.79,-60.69,-1.27,2.51
2,-23.93,42.11,974.61,37.23,28.69,3.66,-22.12,51.45,-61.21,-1.38,2.48
0,-22.09,42.85,974.24,37.23,28.69,3.66,-22.01,51.59,-60.68,-1.28,2.53
1,-21.97,42.72,974.49,38.45,30.52,4.27,-21.83,52.05,-59.57,-1.27,2.52
2,-22.22,43.95,974.73,37.84,28.69,4.27,-21.80,51.87,-60.79,-1.28,2.59
0,-22.22,43.21,974.37,36.62,30.52,5.49,-22.42,51.88,-61.34,-1.28,2.55
1,-22.58,43.70,973.88,39.06,30.52,5.49,-22.27,51.29,-61.73,-1.30,2.58
2,-22.09,43.46,974.00,38.45,29.30,4.27,-22.09,51.97,-60.93,-1.28,2.56
0,-23.19,42.11,973.51,38.45,29.30,4.88,-22.07,51.77,-60.97,-1.34,2.48
1,-23.07,43.33,973.63,37.84,28.69,5.49,-21.97,51.98,-61.13,-1.33,2.56
2,-22.95,42.72,973.51,36.62,27.47,4.88,-22.62,51.78,-60.08,-1.33,2.52
0,-21.61,43.33,973.75,38.45,29.30,4.88,-22.34,51.25,-60.75,-1.25,2.56
1,-22.95,42.97,974.73,38.45,30.52,4.88,-22.07,52.27,-60.49,-1.32,2.53
2,-23.44,42.72,973.88,39.06,29.30,4.88,-22.07,51.89,-60.99,-1.35,2.52
0,-23.56,41.99,974.37,37.84,28.69,3.66,-21.75,51.53,-60.39,-1.36,2.47
1,-22.58,43.09,973.88,37.84,28.69,4.27,-21.96,51.73,-60.07,-1.30,2.54
2,-22.34,42.60,973.88,35.40,29.30,4.88,-21.29,51.88,-60.82,-1.29,2.51
0,-22.58,43.58,974.00,36.62,28.69,4.88,-21.86,51.61,-60.97,-1.30,2.57
1,-21.85,43.70,974.98,36.62,29.91,5.49,-21.95,51.86,-60.56,-1.26,2.57
2,-22.71,41.99,973.75,37.23,29.30,6.10,-21.89,51.46,-60.47,-1.31,2.48
0,-23.19,42.72,974.00,37.23,29.91,3.66,-21.95,52.17,-61.07,-1.34,2.52
1,-22.83,43.46,974.12,37.23,28.08,4.27,-22.50,51.39,-60.50,-1.32,2.56
2,-21.85,43.09,974.61,37.84,28.69,4.88,-22.16,52.34,-60.64,-1.26,2.54
0,-23.19,42.60,974.37,39.67,29.30,5.49,-22.27,51.84,-60.82,-1.34,2.51
1,-23.68,43.33,974.37,36.62,28.08,3.05,-22.52,51.71,-60.42,-1.37,2.55
2,-22.34,43.09,974.61,36.01,29.91,3.66,-22.24,51.40,-61.30,-1.29,2.54
0,-22.22,42.97,974.00,37.23,28.08,4.88,-22.31,51.70,-61.19,-1.28,2.53
1,-21.97,43.70,973.88,34.18,28.08,3.66,-21.83,51.84,-60.94,-1.27,2.58
2,-22.09,43.33,974.24,37.23,28.08,4.88,-21.61,51.86,-60.25,-1.28,2.55
0,-21.73,42.97,973.27,37.84,28.69,5.49,-21.59,51.99,-60.57,-1.26,2.54
1,-21.48,42.85,974.49,36.62,30.52,4.88,-21.90,51.62,-60.51,-1.24,2.53
2,-22.71,43.82,973.75,36.01,28.69,4.88,-22.11,51.67,-61.28,-1.31,2.58
0,-22.22,42.97,973.75,37.23,29.30,4.88,-22.09,52.25,-60.79,-1.28,2.54
1,-22.83,43.95,973.63,37.23,26.86,5.49,-21.87,51.64,-60.95,-1.32,2.59
2,-22.46,43.95,974.98,37.84,28.69,3.66,-22.06,52.47,-60.49,-1.29,2.59
0,-22.83,43.09,974.12,36.01,28.08,3.05,-21.75,51.53,-60.97,-1.32,2.54
1,-22.34,43.58,974.00,36.62,28.69,6.10,-21.78,51.61,-60.60,-1.29,2.57
2,-22.34,43.58,973.88,37.84,29.30,3.66,-21.58,51.64,-60.55,-1.29,2.57
0,-22.71,42.85,973.75,37.84,28.69,4.27,-22.28,51.70,-60.16,-1.31,2.53
1,-23.07,43.33,974.12,36.62,29.30,4.27,-22.23,52.26,-61.06,-1.33,2.55
2,-22.22,43.58,973.88,37.23,26.86,5.49,-22.72,51.97,-61.60,-1.28,2.57
0,-22.46,43.58,973.75,37.84,30.52,6.10,-22.35,51.72,-61.07,-1.30,2.57
1,-22.09,43.70,973.63,40.28,29.91,4.88,-22.47,51.99,-62.33,-1.28,2.58
2,-22.95,43.46,973.63,38.45,28.69,4.88,-22.00,52.14,-61.10,-1.33,2.56
0,-22.34,43.33,974.73,37.23,29.91,4.88,-21.73,51.65,-60.49,-1.29,2.55
1,-22.46,42.11,974.73,36.01,29.30,6.10,-21.53,51.38,-60.71,-1.30,2.48
2,-23.80,43.09,973.39,38.45,30.52,6.10,-22.09,51.27,-60.19,-1.38,2.54
0,-22.34,43.09,973.51,37.23,28.69,4.88,-21.55,51.97,-60.46,-1.29,2.54
1,-22.46,43.46,973.39,37.23,29.91,3.66,-21.91,51.54,-60.30,-1.30,2.57
2,-21.61,43.46,974.00,36.62,28.69,4.27,-22.27,51.92,-60.75,-1.25,2.56
0,-22.58,43.09,973.75,37.23,28.69,5.49,-22.14,52.03,-60.61,-1.31,2.54
1,-22.95,42.97,974.98,37.84,28.69,4.88,-22.58,52.32,-60.55,-1.32,2.53
2,-22.34,42.36,973.88,35.40,29.30,4.27,-22.36,52.05,-60.52,-1.29,2.50
0,-21.97,43.33,974.98,36.62,28.08,4.88,-22.17,51.75,-60.90,-1.27,2.55
1,-22.83,42.48,974.00,37.84,28.69,4.27,-22.29,51.31,-59.47,-1.32,2.50
2,-21.97,41.99,973.75,35.40,29.30,3.66,-22.67,51.39,-60.44,-1.27,2.48
0,-22.71,42.85,974.49,36.62,29.30,4.27,-22.42,51.55,-60.50,-1.31,2.52
1,-23.19,43.58,974.61,36.62,29.91,6.10,-22.52,52.34,-60.99,-1.34,2.56
2,-22.58,42.85,974.00,37.23,28.69,4.27,-22.19,51.25,-60.61,-1.30,2.53
0,-21.97,43.33,974.37,38.45,29.91,4.27,-22.56,51.95,-59.25,-1.27,2.55
1,-22.46,42.97,973.88,36.01,28.08,4.27,-22.33,52.14,-60.80,-1.30,2.53
2,-23.93,43.21,974.00,36.62,28.69,3.66,-22.36,51.51,-59.84,-1.38,2.54
0,-22.22,43.58,973.75,39.06,28.69,4.88,-22.51,52.16,-59.88,-1.28,2.57
1,-22.46,42.97,974.37,37.23,29.30,4.27,-22.39,51.67,-61.22,-1.30,2.53
2,-22.34,43.33,974.24,36.62,28.69,4.27,-22.03,51.78,-61.80,-1.29,2.55
0,-22.46,43.09,974.98,37.23,29.91,4.88,-22.01,51.77,-61.40,-1.29,2.54
1,-22.95,43.09,973.75,36.62,29.30,3.66,-22.71,51.46,-61.01,-1.33,2.54
2,-21.97,42.85,975.10,36.62,28.08,3.05,-21.95,51.29,-61.99,-1.27,2.52
0,-22.58,43.46,974.49,37.84,29.30,5.49,-22.02,51.64,-60.36,-1.30,2.56
1,-22.46,42.60,973.88,37.84,28.69,4.27,-21.64,51.84,-60.72,-1.30,2.51
2,-21.85,43.70,974.00,36.01,29.30,4.27,-22.39,51.65,-58.85,-1.26,2.58
0,-22.46,43.33,974.12,37.23,31.13,4.88,-22.35,52.16,-60.41,-1.30,2.55
1,-22.95,43.95,974.00,39.67,29.91,4.88,-22.35,51.53,-59.94,-1.32,2.59
2,-23.07,42.97,974.12,36.62,29.91,4.88,-22.25,51.20,-60.46,-1.33,2.53
0,-22.58,42.48,974.49,38.45,31.13,4.88,-22.47,51.90,-60.72,-1.30,2.50
1,-22.58,43.46,974.12,38.45,30.52,6.10,-22.02,51.57,-61.28,-1.30,2.56
2,-22.46,43.09,973.51,37.84,28.69,5.49,-22.49,51.49,-60.53,-1.30,2.54
0,-22.83,43.21,974.24,37.84,29.30,4.88,-22.30,51.82,-61.38,-1.32,2.55
1,-23.19,43.33,974.73,37.84,29.30,4.88,-22.39,51.37,-61.55,-1.34,2.55
2,-22.58,43.46,975.10,38.45,29.91,5.49,-22.03,51.64,-61.63,-1.30,2.56
