530,-1,119,119,119,119,119,119,20,20,20
543,0,910.52,214.36,-236.69,153.20,93.38,25.63,41.67,25.43,13.54
556,1,912.84,221.56,-240.23,140.99,87.89,26.25,42.13,25.92,12.85
607,2,931.64,217.16,-238.28,142.21,81.79,25.63,41.87,25.71,12.23
658,0,928.22,192.14,-218.99,126.34,67.14,15.87,42.38,25.11,11.95
709,1,914.18,194.46,-215.94,103.76,68.36,-11.60,42.49,25.55,12.72
760,2,948.73,209.72,-223.51,110.47,76.29,4.88,41.97,26.26,11.36
812,0,947.27,213.01,-224.73,68.97,64.09,22.58,42.53,26.49,12.22
863,1,930.79,203.98,-198.12,51.27,51.27,29.30,42.27,26.97,13.06
914,2,930.42,169.56,-208.98,28.69,53.71,25.02,42.35,26.12,12.52
966,0,935.30,184.81,-207.52,23.19,76.90,29.91,41.91,26.59,12.98
1017,1,935.06,207.40,-204.71,-20.14,99.49,51.88,42.38,26.05,12.76
1069,2,923.10,222.41,-233.28,7.32,94.60,52.49,42.03,26.37,12.99
1120,0,922.61,198.61,-232.06,57.98,91.55,34.18,41.83,26.06,13.09
1171,1,893.07,229.98,-209.47,60.42,89.72,43.33,41.37,26.07,12.59
1222,2,908.57,185.79,-259.16,92.77,98.27,30.52,41.85,25.77,13.77
1273,0,921.39,213.99,-238.65,90.33,68.36,48.22,41.94,25.59,13.05
1325,1,891.36,209.11,-240.97,70.19,36.01,40.28,41.60,25.79,11.72
1376,2,913.94,190.19,-229.00,97.66,53.71,4.27,41.69,25.38,12.57
1427,0,928.22,207.03,-220.21,69.58,80.57,23.80,41.71,25.49,12.33
1479,1,944.46,223.63,-223.51,20.14,94.60,26.25,41.78,25.73,13.67
1530,2,873.66,211.18,-232.54,21.97,62.87,69.58,41.77,25.66,13.87
1582,0,851.68,187.99,-257.69,87.28,51.27,32.35,41.52,25.99,13.61
1633,1,907.47,221.68,-250.73,74.46,76.90,25.63,41.27,26.05,14.29
1684,2,900.02,204.22,-240.48,39.67,81.79,21.36,41.05,25.99,14.53
1735,0,965.33,228.03,-229.98,69.58,120.85,17.70,41.98,25.98,13.40
1786,1,942.63,193.60,-264.40,49.44,86.06,32.96,41.70,25.87,13.70
1838,2,910.89,201.42,-257.57,92.16,42.11,18.31,41.82,25.83,13.00
1890,0,919.56,195.68,-245.48,101.32,39.06,11.60,41.65,26.22,12.22
1941,1,919.19,224.61,-237.18,62.87,39.06,31.74,41.60,25.37,13.81
1992,2,903.69,208.37,-234.99,93.99,37.84,10.99,42.03,25.65,12.76
2043,0,919.19,208.74,-234.62,85.45,40.28,7.32,41.88,25.93,11.95
2095,1,919.80,211.06,-236.08,72.02,36.01,7.93,41.52,25.77,12.65
2146,2,911.25,214.48,-228.27,79.96,54.93,-14.65,42.33,26.40,12.39
2197,0,923.95,148.68,-233.52,112.92,76.29,-19.53,41.74,25.98,13.31
2248,1,923.95,179.93,-235.11,63.48,31.13,0.61,41.83,26.10,12.72
2299,2,925.90,225.95,-215.70,59.20,40.28,5.49,41.56,26.83,13.37
2352,0,923.46,177.86,-239.87,79.96,56.76,-4.88,41.39,26.50,13.00
2402,1,951.42,196.78,-228.52,104.98,62.87,-9.77,41.46,26.03,12.99
2454,2,943.24,214.72,-213.01,53.71,51.27,28.69,42.11,26.51,12.28
2505,0,918.58,195.80,-221.68,69.58,51.88,13.43,42.47,25.99,12.83
2556,1,919.68,180.30,-219.85,81.18,51.88,11.60,42.02,26.56,13.40
2608,2,934.45,196.04,-212.04,56.76,51.27,17.09,41.74,26.45,12.39
2659,0,924.32,187.13,-213.01,64.70,57.98,25.63,41.67,25.78,12.18
2710,1,950.81,195.68,-211.30,72.02,78.74,35.40,42.43,25.63,12.40
2761,2,929.69,185.18,-227.42,76.90,83.01,38.45,42.08,26.31,12.93
2812,0,917.36,181.76,-235.72,101.93,75.07,28.08,41.67,26.18,12.46
2865,1,932.50,187.26,-216.06,75.07,79.96,36.01,41.83,26.26,12.11
2916,2,937.13,158.81,-224.61,71.41,64.09,-20.75,41.83,26.42,13.71
2967,0,993.77,168.09,-238.28,67.75,70.80,9.77,41.54,26.09,12.57
3018,1,913.70,210.21,-220.70,38.45,67.75,78.12,42.26,25.70,13.51
3069,2,953.00,246.22,-202.27,61.04,68.97,1.83,42.08,25.43,12.22
3121,0,933.72,175.05,-199.95,58.59,68.97,46.39,42.04,26.04,13.17
3172,1,913.09,230.47,-209.11,84.23,73.24,33.57,41.92,25.51,13.16
3223,2,878.42,254.76,-185.55,65.31,68.36,62.87,42.10,25.56,12.35
