1,-26.98,20.87,975.10,39.67,29.91,6.10,-8.74,34.00,-39.26
2,-27.95,22.58,977.17,39.67,31.13,7.93,-9.24,33.67,-39.34
0,-26.00,23.56,970.95,39.06,29.30,7.93,-8.45,33.76,-39.55
1,-24.66,21.85,968.63,39.06,29.91,6.71,-8.85,34.01,-38.60
2,-26.98,22.34,973.51,39.06,29.91,7.32,-8.92,33.90,-38.55
0,-27.71,22.46,976.81,37.84,29.30,7.93,-8.89,33.61,-39.28
1,-27.59,22.09,974.00,38.45,29.91,6.71,-9.02,33.86,-38.65
2,-27.10,20.51,968.38,39.06,29.91,6.71,-9.30,34.22,-38.59
0,-26.49,23.19,969.97,39.67,28.69,8.54,-8.84,34.05,-39.04
1,-28.20,21.85,975.22,37.84,30.52,7.93,-9.09,33.85,-39.76
2,-27.71,22.71,976.68,38.45,29.91,6.71,-9.28,33.87,-39.73
0,-25.88,21.00,968.26,38.45,29.30,7.32,-9.63,33.86,-39.48
1,-25.88,21.00,968.99,40.28,29.91,7.32,-8.87,33.73,-39.76
2,-27.10,22.95,972.90,39.67,31.13,7.93,-8.85,34.27,-38.75
0,-28.32,23.07,975.95,38.45,31.13,6.71,-9.03,33.86,-38.87
1,-27.22,20.39,974.00,39.06,29.30,7.32,-8.86,33.59,-38.87
2,-25.15,21.97,968.38,39.06,30.52,6.10,-8.61,33.90,-38.92
0,-25.88,24.29,969.24,40.28,30.52,6.71,-8.90,33.86,-39.92
1,-27.34,22.71,975.59,39.67,31.13,7.93,-9.03,34.23,-38.53
2,-28.08,21.00,976.07,38.45,28.69,6.10,-8.79,33.83,-39.17
0,-27.10,21.48,971.44,39.06,30.52,8.54,-9.02,34.19,-39.16
1,-26.49,22.83,967.41,39.67,29.91,7.32,-9.46,34.33,-39.29
2,-26.73,22.46,972.66,39.67,30.52,8.54,-8.61,34.00,-39.61
0,-26.86,21.85,976.93,37.84,29.91,6.10,-8.39,34.18,-39.65
1,-26.86,23.56,975.34,40.28,31.74,6.71,-8.96,33.92,-39.51
2,-27.10,22.83,967.90,40.28,30.52,8.54,-9.39,33.98,-39.01
0,-26.00,21.12,968.51,40.28,30.52,7.93,-8.84,34.39,-39.71
1,-27.59,21.85,974.85,39.67,31.13,7.32,-8.97,34.16,-40.39
2,-28.08,22.46,977.17,38.45,29.91,7.93,-9.22,33.67,-39.90
0,-27.47,20.87,972.41,37.84,30.52,8.54,-8.72,33.89,-39.31
1,-26.61,22.09,967.53,39.67,31.74,7.93,-8.65,34.01,-39.22
2,-26.12,21.73,970.58,39.06,29.30,7.93,-9.01,34.30,-38.92
0,-26.86,21.61,975.71,40.28,31.74,9.16,-8.75,33.80,-39.15
1,-27.59,22.22,974.37,40.89,31.13,9.16,-8.75,34.08,-39.06
2,-26.00,22.83,968.87,39.67,31.74,7.93,-9.31,33.98,-38.72
0,-25.27,23.56,968.26,36.62,31.13,7.93,-8.94,34.30,-39.72
1,-27.10,21.48,974.73,38.45,31.13,6.71,-9.05,34.27,-40.09
2,-27.47,22.34,976.07,37.84,29.91,6.71,-9.34,34.29,-38.88
0,-27.47,21.73,971.68,39.06,30.52,8.54,-9.33,33.68,-39.26
1,-25.27,22.58,967.04,39.67,29.91,7.93,-9.05,34.30,-38.07
2,-26.73,22.46,971.68,39.06,29.30,6.71,-8.85,34.01,-39.51
0,-28.20,21.48,975.83,39.06,29.30,7.93,-8.70,33.96,-38.82
1,-26.61,22.46,973.88,39.67,31.13,7.93,-8.94,34.51,-40.21
2,-25.27,22.34,968.87,39.06,29.30,8.54,-9.14,34.27,-38.82
0,-25.27,22.71,968.51,39.06,31.13,7.32,-8.76,34.31,-38.71
1,-27.83,22.22,973.51,39.67,30.52,7.32,-8.35,34.63,-38.92
2,-27.95,22.95,976.56,38.45,29.30,6.71,-9.01,34.52,-39.64
0,-26.98,21.00,972.78,39.06,29.91,8.54,-9.05,34.24,-39.42
1,-25.76,21.36,967.29,37.84,31.13,7.32,-9.20,34.39,-39.38
2,-26.25,21.85,972.05,39.06,30.52,7.32,-8.83,33.90,-39.10
0,-27.71,22.46,976.68,39.06,31.74,6.71,-9.12,34.01,-40.05
1,-26.98,21.00,974.85,38.45,30.52,7.93,-8.78,33.72,-40.21
2,-25.51,22.34,970.58,39.67,30.52,7.32,-8.89,34.06,-37.93
0,-25.88,23.07,968.87,39.67,29.91,8.54,-9.33,34.46,-39.58
1,-26.98,21.85,973.39,38.45,31.13,6.71,-8.68,33.95,-39.50
2,-27.22,22.09,976.20,40.28,29.30,7.93,-8.96,34.13,-38.85
0,-27.10,21.24,972.53,40.89,28.69,7.32,-8.92,34.12,-40.58
1,-26.25,23.19,968.63,38.45,28.69,6.71,-8.80,34.31,-40.32
2,-26.25,22.95,970.46,37.84,30.52,7.32,-8.57,34.22,-38.57
0,-26.98,20.87,976.32,38.45,30.52,6.71,-8.34,33.97,-39.44
1,-27.71,21.61,975.71,39.67,29.91,6.71,-8.33,34.19,-37.93
2,-26.86,21.48,968.87,39.06,30.52,7.32,-7.79,34.67,-39.32
0,-25.88,23.19,967.77,39.67,31.13,7.93,-9.05,33.75,-38.65
1,-26.25,22.46,973.75,39.67,30.52,9.16,-9.02,33.91,-39.06
2,-27.22,21.73,976.81,39.67,29.91,6.71,-8.98,34.07,-38.85
0,-25.88,22.09,972.29,39.67,29.30,7.32,-8.09,34.40,-39.58
1,-26.25,22.34,967.90,38.45,30.52,8.54,-9.14,34.17,-39.76
2,-26.61,22.09,970.70,39.67,28.69,7.93,-9.23,34.35,-38.95
0,-26.98,22.09,975.95,39.06,29.91,7.32,-8.68,34.45,-39.45
1,-27.10,23.19,974.37,38.45,29.91,7.32,-8.81,34.39,-39.37
2,-26.12,21.85,970.58,40.28,32.35,6.71,-8.91,34.59,-39.62
0,-25.39,21.73,968.38,38.45,30.52,7.93,-8.67,35.01,-38.95
1,-26.61,22.58,973.14,38.45,30.52,7.93,-8.64,34.23,-39.22
2,-27.83,21.97,977.05,40.28,30.52,7.93,-9.03,34.74,-39.59
0,-26.12,22.09,973.75,38.45,30.52,7.32,-9.12,33.92,-39.21
1,-25.76,22.83,969.97,39.06,29.91,6.10,-8.54,34.35,-39.22
2,-26.25,22.09,970.34,39.06,30.52,7.32,-8.63,34.07,-39.90
0,-27.22,21.36,975.34,38.45,29.30,7.32,-8.83,33.80,-39.21
