id,t,dt,ax,ay,az,gx,gy,gz,mx,my,mz
-1,119,119,119.0,119.0,119.0,119.0,20.0,20.0,20.0,13:52:45,04 21 2021
0,125394,5,24.54,-525.63,833.25,17.7,36.62,12.21,28.05,46.37,-32.80
1,125406,5,-176.51,116.58,1038.82,23.8,9.77,16.48,-1.51,28.93,-34.05
2,125429,5,-60.55,-0.61,997.56,-8.54,-17.09,-39.06,-13.73,61.33,-36.91
3,125442,0,1.587301,,,,,,,,
4,125444,0,0.0,,,,,,,,
5,125445,1,13.024283,,,,,,,,
6,125447,0,6.224066,,,,,,,,
0,125451,4,27.47,-536.62,838.26,36.01,29.91,9.77,27.19,46.45,-33.62
1,125463,4,-177.61,137.33,1017.09,22.58,3.05,15.87,-1.27,28.31,-34.14
2,125474,5,-65.67,-74.71,1000.24,-6.1,-44.56,-33.57,-13.7,61.13,-37.93
3,125487,0,1.587301,,,,,,,,
4,125489,0,0.0,,,,,,,,
5,125490,1,13.024283,,,,,,,,
6,125492,0,6.224066,,,,,,,,
0,125501,4,17.33,-545.04,829.1,25.02,34.18,7.93,28.22,46.40,-32.52
1,125512,5,-177.49,144.29,1005.98,40.28,15.87,16.48,-1.21,29.03,-33.94
2,125524,5,-8.91,-49.19,1016.36,-6.1,-113.53,-27.47,-14.48,61.02,-37.56
3,125537,0,1.587301,,,,,,,,
4,125538,1,0.0,,,,,,,,
5,125540,0,13.024283,,,,,,,,
6,125542,0,6.113989,,,,,,,,
0,125546,4,9.89,-525.15,855.96,26.86,8.54,0.0,27.71,46.66,-33.96
1,125557,4,-168.82,137.08,1056.76,20.75,-10.38,12.82,-1.21,29.03,-33.94
2,125569,5,-20.75,-63.23,1039.55,20.14,-244.14,62.26,-15.28,61.33,-38.51
3,125585,1,1.587301,,,,,,,,
4,125587,0,0.0,,,,,,,,
5,125589,0,13.024283,,,,,,,,
6,125591,0,6.113989,,,,,,,,
0,125594,5,59.81,-502.81,846.68,70.8,-9.77,-15.26,27.73,46.90,-33.08
1,125606,6,-170.17,104.0,1111.08,-44.56,-60.42,2.44,-1.22,28.82,-33.58
2,125619,4,-126.59,-103.52,1094.36,1.22,-364.99,-20.14,-17.1,61.43,-37.78
3,125631,0,1.48662,,,,,,,,
4,125633,0,0.0,,,,,,,,
5,125634,0,13.024283,,,,,,,,
6,125636,0,6.224066,,,,,,,,
0,125640,4,-5.0,-462.16,917.24,162.96,-14.65,-37.23,26.76,47.47,-33.36
1,125657,5,-172.49,222.66,1145.87,29.3,-244.75,36.01,-1.7,28.67,-34.27
2,125669,5,-148.07,56.76,1069.34,-20.75,-360.11,-137.94,-18.57,61.57,-37.67
3,125681,0,1.48662,,,,,,,,
4,125683,0,0.0,,,,,,,,
5,125684,1,13.024283,,,,,,,,
6,125686,0,6.113989,,,,,,,,
0,125690,4,-9.89,-520.14,860.23,375.98,97.05,29.3,26.93,48.66,-33.28
1,125703,4,-186.52,68.36,1278.69,108.03,-364.99,76.29,-2.73,28.12,-34.81
2,125715,4,-27.95,-177.98,1224.61,-25.02,-414.43,-393.07,-20.9,61.57,-39.11
3,125731,0,1.48662,,,,,,,,
